ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.dummy
45284,0,0,1,2,0,2,1,2,1,0,0,0,2,1,1,0,2,0,1,1,1
26739,1,0,0,2,0,0,1,2,1,1,0,0,1,1,2,1,1,0,0,1,0
176,0,0,2,0,0,1,0,2,0,1,0,0,0,0,2,1,0,0,1,0,0
41935,0,0,2,2,0,1,1,0,0,0,0,1,0,1,2,1,0,1,1,2,1
19423,0,0,0,2,0,2,2,1,0,1,0,1,1,1,0,0,1,2,1,2,0
6784,0,0,1,1,0,0,2,0,1,0,1,1,1,1,2,0,2,2,1,0,0
20350,0,0,2,0,0,0,1,1,0,0,1,1,0,1,2,1,0,2,0,2,0
30543,0,1,1,0,0,0,1,1,0,0,1,1,0,0,2,1,2,1,1,2,0
41455,1,1,1,1,0,2,0,0,0,1,0,0,2,0,2,1,0,0,0,2,0
16433,0,1,2,0,1,0,0,1,0,1,1,0,0,0,2,0,0,2,0,2,0
8087,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,2,1,1,2,1
30745,0,0,2,0,0,0,1,2,1,0,1,1,1,0,1,0,0,2,0,1,1
33212,1,1,0,1,0,0,2,2,0,0,1,0,0,0,1,1,0,2,0,2,1
43304,1,1,2,0,1,2,2,2,0,1,0,0,1,0,2,0,1,1,0,0,1
6295,1,0,2,2,0,1,1,1,1,1,1,1,0,0,2,1,1,2,0,0,0
13963,1,1,0,1,0,0,2,0,2,0,0,1,0,1,2,1,0,0,0,0,1
13033,1,1,0,1,0,2,1,1,2,1,1,0,1,1,2,0,2,2,1,2,0
19353,0,0,2,2,0,1,0,1,0,0,0,0,2,0,1,1,1,0,0,2,0
17870,1,0,0,0,0,2,0,2,1,0,1,0,2,1,0,0,1,1,1,1,1
49011,0,0,1,2,0,0,2,2,1,1,0,0,1,0,2,1,0,0,0,0,0
36529,0,0,0,2,1,0,1,2,0,1,1,0,1,0,2,0,2,1,1,0,0
29810,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,2,1,1,0,0
12703,1,0,1,1,1,0,0,0,1,0,1,0,2,0,1,0,0,2,1,0,1
7486,1,1,0,1,1,0,1,2,2,0,0,1,1,0,0,1,1,0,0,1,0
27508,0,0,2,2,0,0,2,0,0,0,1,0,0,1,1,0,1,0,1,1,0
46034,0,1,2,0,1,0,1,1,0,1,1,0,0,0,1,1,2,1,1,1,1
2218,1,1,0,2,0,0,0,0,0,1,1,0,2,0,2,1,2,2,0,0,1
49860,0,1,2,0,0,2,1,1,0,1,1,0,0,0,0,1,2,1,1,1,0
40077,0,0,1,0,0,2,1,1,0,1,1,0,0,0,1,1,2,2,0,2,0
26717,0,0,0,2,0,2,1,1,0,0,1,0,1,0,1,1,1,2,1,1,0
28691,0,1,2,0,1,1,2,0,1,1,1,1,0,0,2,0,1,2,1,0,1
5934,1,1,2,0,1,2,1,0,0,1,0,0,1,1,0,0,0,2,0,1,1
40508,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,0
46816,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,2,0
25076,1,0,2,2,0,1,2,2,0,1,1,0,2,1,2,0,0,0,1,0,1
12898,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1
28771,0,1,2,2,0,1,1,2,1,0,1,0,2,0,1,1,2,2,1,2,1
15383,1,1,0,1,0,1,2,0,0,0,1,0,1,0,1,1,2,2,1,0,1
45467,1,1,1,0,0,0,1,1,2,1,0,0,0,0,2,0,2,2,1,2,1
1695,0,0,2,1,0,2,1,1,1,0,0,1,0,1,1,1,1,2,0,2,0
10948,0,0,0,2,1,0,0,1,2,1,1,1,1,1,2,1,2,2,0,1,0
2271,0,0,2,2,1,0,1,2,0,1,1,0,0,0,1,1,0,2,1,1,0
12879,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,2,1,2,0
16470,1,0,1,2,0,1,0,0,1,0,1,1,0,1,2,1,0,1,1,0,0
24666,0,0,0,0,1,0,1,1,1,0,1,0,2,1,1,0,2,1,0,0,1
27293,1,0,0,2,0,2,0,0,2,1,0,1,1,0,0,0,2,2,0,1,1
7372,1,0,1,0,0,2,0,2,1,1,0,1,0,0,0,1,2,2,1,1,0
17211,1,0,2,0,0,0,2,0,2,0,1,0,1,0,1,0,2,1,0,2,1
7553,1,0,0,0,0,0,2,1,0,0,1,1,2,1,2,1,1,1,1,1,1
4216,0,1,0,1,0,0,1,2,0,0,1,1,1,1,1,1,2,2,0,2,1
30178,0,0,2,2,0,1,0,1,1,1,0,1,0,0,2,0,0,1,0,0,1
14310,0,1,1,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1
39579,0,1,1,0,0,2,0,0,1,1,0,0,0,0,2,1,0,0,1,1,0
43790,1,0,2,2,1,1,1,2,2,1,1,0,0,0,2,1,0,2,0,2,0
30851,1,1,2,0,0,1,0,1,2,0,1,1,0,0,2,1,0,2,0,2,1
45595,0,0,0,0,0,2,0,0,1,0,1,1,2,1,1,0,2,2,1,2,1
1868,1,0,2,1,0,2,1,1,2,1,0,1,0,0,2,0,1,2,0,1,1
10931,1,0,0,1,1,2,2,1,2,0,0,0,1,1,1,0,2,2,0,2,0
3,0,1,2,1,0,0,1,1,0,1,1,1,0,1,2,1,2,0,1,0,0
1987,1,1,2,2,1,0,0,2,0,0,1,0,2,1,2,0,1,1,1,1,0
3835,0,0,0,2,0,1,1,1,0,0,1,1,0,1,1,1,2,2,1,1,1
44032,0,0,1,0,1,0,1,1,1,1,1,1,2,1,0,1,0,0,1,1,1
44342,1,1,1,1,0,0,0,0,1,0,0,1,0,1,2,1,1,0,1,2,1
21399,1,0,1,2,1,2,2,2,0,0,0,1,2,0,1,0,2,2,1,0,1
6541,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,2,1,1,1
9618,0,0,0,0,1,2,2,0,2,1,1,0,2,0,0,0,0,1,0,0,0
31351,0,1,2,1,1,0,0,0,1,0,0,1,2,1,1,1,2,2,1,1,0
16750,1,1,1,1,0,0,2,0,2,0,1,1,2,1,1,1,2,2,1,1,1
584,1,0,0,2,0,1,1,0,0,0,0,0,1,0,1,1,2,2,0,0,0
42469,1,0,0,0,0,2,1,2,0,1,1,0,2,0,2,0,0,2,0,0,1
20854,0,1,0,2,0,2,0,2,0,1,1,0,1,0,2,0,0,1,0,1,0
4108,0,1,1,2,1,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0
4405,0,1,0,0,0,0,2,0,1,0,1,1,2,1,1,0,1,1,0,0,0
27667,0,0,2,0,1,0,2,2,2,0,0,0,1,0,0,0,0,0,1,2,0
13356,1,0,2,2,0,1,0,0,1,1,1,0,2,1,0,0,2,2,1,0,1
16998,0,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,2,0,0,0
45391,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,2,0
24383,1,0,1,2,1,2,2,0,2,1,0,0,0,0,2,0,2,1,0,2,0
41965,0,0,1,0,0,2,1,0,1,0,1,1,0,1,2,0,0,0,0,0,1
24872,0,1,1,2,0,2,1,2,2,1,1,0,0,1,0,1,2,2,0,1,1
12159,0,0,0,2,0,0,2,2,1,1,0,0,1,1,2,0,2,2,0,1,0
15515,0,0,1,2,1,0,0,2,0,1,1,0,0,0,2,1,2,1,1,0,1
26375,1,0,2,2,0,2,1,2,2,1,0,0,2,0,1,0,2,0,1,1,0
27828,1,0,2,0,0,1,1,0,2,1,1,0,2,0,2,0,2,0,1,0,1
23443,1,1,0,2,1,0,1,2,2,1,0,0,1,0,2,0,0,2,1,2,0
10456,0,0,0,2,0,1,1,0,1,0,1,1,0,0,2,1,2,2,0,1,1
31360,1,1,2,1,1,0,1,0,1,1,1,1,1,0,1,0,2,2,1,1,1
32263,1,1,1,0,0,0,1,2,1,0,1,1,0,1,2,1,2,2,1,1,0
44344,0,1,0,1,0,0,2,2,1,0,1,1,2,1,1,1,1,2,0,2,0
21944,0,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,2,0,1,0,0
8693,1,0,0,0,1,2,1,2,2,0,1,0,2,0,1,0,1,0,1,2,1
8895,0,1,0,1,0,1,2,0,2,0,1,1,0,0,1,1,2,2,1,1,1
29971,0,1,2,2,1,1,0,2,0,0,1,1,2,0,0,1,2,2,0,2,1
36955,1,1,0,2,1,0,0,2,1,1,1,1,1,1,0,1,1,2,0,2,0
28225,1,1,2,0,0,1,0,0,2,0,0,1,2,0,2,1,0,0,1,2,1
9918,0,0,2,0,0,0,1,2,1,0,0,1,0,1,2,1,0,0,0,1,0
43751,1,1,0,1,0,1,0,1,1,0,0,1,0,1,2,1,2,0,1,1,1
4075,0,0,1,0,0,1,0,0,0,1,0,0,2,0,2,1,1,0,1,1,1
25457,0,0,1,2,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0
13830,1,1,1,0,1,1,2,1,0,0,0,1,0,1,0,1,1,1,0,0,0
39390,1,1,0,0,0,0,2,0,0,1,1,0,2,1,2,1,2,1,1,0,0
37683,0,0,0,0,1,0,0,1,1,1,1,0,1,0,2,1,0,2,0,1,0
4736,0,0,0,0,1,2,1,2,0,0,0,0,2,0,1,1,1,2,0,2,0
26743,1,1,2,2,0,2,0,0,2,1,1,1,2,0,1,1,2,2,0,2,0
8422,1,0,2,1,0,2,1,2,0,0,1,1,2,1,0,1,2,1,0,1,1
46749,0,1,0,2,0,2,0,2,2,0,1,0,1,0,1,1,1,2,1,1,1
23288,0,0,1,2,0,0,1,0,1,0,1,0,0,1,1,0,2,0,0,1,0
30443,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,1,2,1,1,2,1
28081,1,0,0,0,1,0,1,1,1,0,0,1,2,0,0,0,1,2,0,0,1
40990,1,1,0,1,0,2,1,2,0,0,0,1,1,0,2,0,1,1,1,2,1
24504,0,1,2,0,0,1,1,2,1,0,0,1,1,0,1,0,0,0,0,1,0
26880,1,1,2,2,0,1,1,2,1,1,1,0,0,0,0,1,2,1,0,0,1
26945,0,0,1,0,1,0,1,0,2,0,1,1,0,1,1,1,0,2,1,0,0
22369,0,1,1,2,1,0,0,0,1,0,1,1,0,0,1,0,1,2,0,0,0
33881,1,0,2,0,0,0,1,2,0,0,1,1,1,1,1,1,2,2,1,1,1
36156,0,1,2,1,0,2,1,1,2,0,1,0,0,1,1,0,0,1,0,2,1
30241,0,0,2,2,0,1,2,0,0,1,1,1,2,0,0,0,1,2,0,0,1
2650,0,0,1,0,0,0,2,0,1,0,1,1,0,1,1,1,0,2,0,0,0
44312,1,1,0,2,0,0,1,2,1,1,1,1,2,1,2,0,1,2,1,0,0
29722,0,0,2,2,0,2,1,1,0,1,1,0,2,0,0,1,0,2,1,0,1
10216,1,1,1,1,0,1,1,1,0,1,0,1,2,0,0,0,0,2,0,2,0
29533,1,1,1,1,1,2,1,0,2,0,1,1,0,1,2,1,0,0,1,1,0
25044,1,0,0,2,1,0,1,0,0,1,0,0,1,0,2,0,0,0,1,2,0
30028,0,1,1,2,0,1,0,2,0,1,0,1,1,1,0,1,1,0,0,1,0
49247,1,0,1,0,0,0,0,1,0,0,0,1,2,1,2,1,2,1,1,0,1
29700,1,1,2,1,1,0,2,0,0,0,1,0,2,1,2,1,0,2,1,2,0
32510,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,2,1,0,1,1
35846,0,1,1,2,0,0,2,1,1,0,1,1,1,1,2,0,2,0,0,1,1
14522,0,0,2,0,1,2,2,0,0,0,1,1,1,1,2,1,2,2,1,0,0
41364,1,1,2,0,0,0,0,0,0,1,1,0,0,1,2,0,2,2,0,0,0
3434,0,0,0,2,1,1,0,1,1,0,1,0,0,0,2,1,0,2,0,1,0
42895,0,0,2,1,1,1,1,2,2,0,1,1,1,0,2,1,1,2,0,1,1
47686,0,0,0,2,0,0,1,0,0,0,1,0,0,1,2,0,2,1,1,1,0
4681,0,0,2,1,1,1,1,2,0,0,0,1,0,1,2,0,0,0,0,1,1
2541,0,0,0,2,0,0,1,2,0,1,1,0,1,1,2,1,2,1,1,0,0
24489,1,0,2,2,0,0,0,2,0,1,0,1,0,0,1,1,2,0,0,1,1
26726,0,1,2,2,1,1,2,1,1,0,0,1,2,0,1,0,2,2,0,0,0
10341,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,2,0,1,1
45248,0,0,2,1,1,1,1,2,2,0,0,1,0,0,1,1,2,2,0,0,0
20226,1,1,2,2,0,2,1,2,0,0,1,1,0,0,1,1,0,0,1,2,0
47879,0,1,0,2,1,0,1,2,0,1,0,1,1,1,1,1,1,0,0,0,1
47854,0,0,2,1,0,0,0,1,2,0,0,1,0,1,0,1,0,0,1,1,0
32279,1,1,1,0,1,0,0,2,2,0,1,1,0,1,1,1,1,2,1,1,0
38460,0,0,0,2,0,0,1,2,1,1,0,0,1,0,2,1,1,0,1,1,0
28841,0,1,1,2,0,2,1,1,0,0,1,1,1,1,2,0,0,0,0,1,0
35644,0,0,2,1,0,0,1,1,0,0,1,0,2,1,2,0,2,1,1,0,0
5321,0,0,2,1,0,0,2,1,2,1,1,1,2,1,0,1,2,0,1,2,0
17162,1,0,2,0,0,0,1,2,1,0,1,0,0,0,2,1,0,0,1,2,0
10318,0,1,1,0,1,1,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0
32845,0,0,1,2,0,0,1,2,2,1,1,0,0,0,2,1,0,2,1,2,0
28887,1,0,0,2,1,2,1,1,0,1,1,0,0,1,2,0,2,0,0,0,1
31483,0,0,2,1,0,0,1,2,1,0,1,1,2,1,2,1,2,1,1,2,1
31696,1,0,2,2,0,0,2,0,1,0,1,0,0,0,2,1,0,0,0,1,0
7962,0,1,1,2,1,1,1,2,1,1,0,0,1,1,2,0,2,0,1,1,0
16825,0,0,2,1,0,1,2,0,1,0,0,1,0,1,2,0,2,0,0,0,0
45754,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0
31021,1,0,0,2,0,2,2,1,2,0,1,0,2,0,0,0,0,2,1,2,0
34257,1,1,2,0,1,0,0,2,1,0,1,1,1,1,2,0,1,1,0,1,0
39263,1,0,0,0,0,0,1,1,2,0,0,0,2,0,1,0,0,0,1,1,0
44705,1,1,2,0,1,1,2,2,2,1,1,1,0,1,2,0,1,1,0,2,1
8053,0,0,1,1,0,0,2,1,0,0,1,0,0,0,2,0,2,0,0,1,1
5497,1,1,0,1,1,2,2,0,1,0,0,1,0,0,1,1,0,2,0,0,1
17653,1,0,1,0,1,2,1,2,2,0,0,0,1,0,2,0,2,1,0,1,0
2729,0,1,2,2,1,0,1,2,1,1,0,0,2,0,0,1,0,2,1,0,1
17449,1,0,2,2,0,1,1,1,2,0,1,1,2,0,2,0,0,0,1,0,0
5795,0,0,2,1,1,1,2,0,1,0,0,1,2,0,1,1,0,1,0,2,0
29631,1,1,0,1,1,0,2,1,2,0,1,0,0,0,1,1,1,0,0,1,1
