ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.AY,v.AZ,v.BA,v.BB,v.BC,v.BD,v.BE,v.BF,v.BG,v.BH,v.BI,v.BJ,v.BK,v.BL,v.BM,v.BN,v.BO,v.BP,v.BQ,v.BR,v.BS,v.BT,v.BU,v.BV,v.BW,v.BX,v.BY,v.BZ,v.CA,v.CB,v.CC,v.CD,v.CE,v.CF,v.CG,v.CH,v.CI,v.CJ,v.CK,v.CL,v.CM,v.CN,v.CO,v.CP,v.CQ,v.CR,v.CS,v.CT,v.CU,v.CV,v.dummy
47717,1,1,0,1,1,2,2,0,0,0,1,1,1,1,2,1,2,1,1,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,2,1,0,1,1,0,1,2,1,2,1,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,1,0,1,0,1,0,0,1,2,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,2,0,1,1,2,2,0
11049,1,1,1,1,1,2,2,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,1,1,0,0,2,1,0,0,0,1,2,1,0,1,1,1,0,1,2,1,1,2,0,0,0,0,1,2,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,2,0,0,1,1,0,0,1,2,1,0,0,2,0,2,0,1,1,1,1,0,1,1,1,0,2,2,0,2,0,0,2,2,1
30858,1,0,2,2,0,2,0,2,0,1,1,0,2,0,0,0,0,2,0,1,0,0,2,0,1,0,1,1,1,1,1,0,0,1,2,2,1,1,1,1,1,0,1,1,1,2,0,1,2,0,0,0,0,1,0,0,0,0,2,1,2,1,1,0,0,0,0,2,0,1,1,1,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,2,1,2,0,0,0,2,2,1
20728,0,1,1,1,0,1,1,0,1,0,0,1,2,0,0,0,1,1,0,1,2,1,2,1,1,0,0,1,0,0,0,1,1,1,1,0,2,0,1,1,0,0,0,0,1,2,0,1,1,2,1,2,0,0,1,0,0,1,1,0,2,0,0,1,2,1,1,1,1,0,1,2,0,1,0,2,1,0,0,0,1,1,1,1,2,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0
35481,1,1,1,1,1,2,2,0,2,0,0,0,2,0,2,0,2,0,1,1,0,1,2,0,0,0,0,0,2,0,1,0,1,1,1,1,1,1,1,0,1,2,0,0,2,2,1,1,2,0,1,2,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,2,1,1,1,1,1,1,0,2,1,2,0,1,0,0,2,1,0,1,0,1,2,1,2,0,0,0,2,2,1
14882,0,1,0,0,1,2,1,2,0,0,1,1,1,1,2,0,2,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,1,1,2,2,2,2,0,1,0,1,0,1,1,0,1,1,0,1,2,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,2,0,1,1,1,2,1,0,2,1,0,1,1,1,0,0,0,1,2,0,0,1,1,2,1
41157,1,1,0,0,0,1,0,0,2,0,0,1,2,0,1,1,2,2,0,1,1,0,2,1,1,0,0,0,2,0,0,1,0,1,0,2,1,1,0,1,2,2,0,0,2,2,1,0,2,1,1,2,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,2,0,1,0,1,1,2,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,2,1,1
23455,1,1,2,2,1,2,1,2,2,1,1,0,1,0,0,1,0,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,2,0,0,2,1,1,1,1,1,0,2,1,2,0,0,1,0,1,0,2,0,2,1,2,0,0,1,2,1,0,2,0,1,2,1,0,2,1,1,0,0,1,0,0,2,2,0,1,0,1,2,2,1
6117,1,1,2,0,1,1,2,0,0,0,0,0,1,1,1,1,2,2,1,0,0,1,1,1,1,1,1,1,2,1,0,1,0,1,1,2,1,0,2,1,2,2,2,0,0,1,0,0,1,2,1,0,0,0,1,0,0,2,1,0,2,1,0,1,1,0,0,0,0,0,1,2,0,1,1,1,0,0,1,2,0,2,0,0,1,1,0,1,0,0,1,0,2,1,0,0,0,0,2,2,1
31890,1,0,1,0,0,1,2,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,2,0,1,0,0,1,2,1,0,0,0,1,2,2,2,0,0,1,0,1,1,2,1,2,1,0,2,0,1,1,0,0,1,0,0,2,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,2,1,2,0,1,0,0,2,0,1,0,1,0,0,0,2,0,0,0,2,1,1
21110,0,1,1,0,0,0,1,2,2,1,1,0,2,0,0,0,2,1,0,1,2,1,2,1,0,0,0,1,0,0,0,0,0,0,1,1,2,1,1,1,2,2,0,1,2,1,1,1,0,0,1,1,1,0,1,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,2,2,0,0,2,0,2,1,0,2,0,1,0,1,1,1,0,0,1,0,0,1,1,0,2,1
11968,0,0,1,2,0,2,2,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,2,0,0,1,2,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,2,1,1,1,0,1,0,0,0,1,2,0,0,1,1,1,1,0,1,1,1,0,1,0,2,1,1,1,1,0
47845,1,1,0,1,1,2,2,0,2,0,1,1,0,0,2,0,2,0,0,2,0,1,2,0,0,1,0,1,2,0,0,1,0,1,0,0,2,1,2,1,0,0,0,2,0,1,1,0,2,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,2,2,1,1,0,0,1,2,0
20126,1,1,0,1,0,0,0,0,2,0,1,1,2,0,2,1,1,2,1,1,2,0,2,0,1,0,0,1,2,1,1,2,1,0,2,2,2,1,0,0,0,2,1,2,2,0,0,1,1,1,0,2,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,2,1,0,2,1,1,1,1,2,1,0,0,0,0,2,0,2,0,1,0,2,1,1
17503,1,1,2,2,1,1,0,0,2,0,1,1,1,0,2,0,1,2,0,0,0,1,1,1,0,0,1,0,2,0,0,2,0,0,2,0,2,0,0,0,1,0,1,2,2,0,0,0,1,0,1,2,1,0,0,0,1,2,2,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,2,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,2,1,0,1,0,1,0,1,0
39476,1,1,0,2,0,1,0,0,2,1,0,1,2,0,2,0,2,0,0,0,0,0,2,1,0,0,0,1,0,0,1,0,0,1,2,2,1,0,1,1,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,1,0,2,0,2,1,0,0,1,2,0,2,2,1,2,0,0,2,0,2,0,0,1,0,0,1,2,0,1,0,0,0,0,0
3076,1,1,1,1,0,1,0,1,1,1,0,1,1,1,2,1,2,0,0,1,0,1,2,0,1,1,1,0,2,0,1,1,1,0,2,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,2,0,0,0,1,0,2,0,0,1,0,1,1,2,1,1,1,1,0,1,1,0,1,1,1,2,1,2,2,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,2,1,0
31316,1,1,1,1,1,2,1,2,2,0,1,0,1,0,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,1,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,2,0,0,0,2,0,1,1,1,1,1,2,0,1,1,2,2,0,2,2,0,1,0,0,2,1,0,0,1,0,1,1,0,0,2,0,1,1,2,2,1
3364,0,0,1,2,0,2,1,0,0,0,0,1,2,1,1,1,2,0,1,1,0,0,2,0,0,0,1,0,2,0,1,2,1,0,0,1,2,0,0,1,1,0,1,0,2,2,0,1,2,0,1,1,0,1,1,1,1,1,2,0,0,0,1,1,1,1,0,2,0,2,1,1,0,1,0,0,0,0,1,2,1,1,1,0,2,1,0,1,1,0,1,0,2,1,1,0,0,1,0,1,1
39126,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,2,0,1,2,1,2,0,1,1,1,0,1,1,0,0,1,0,2,1,0,1,0,0,0,2,1,2,1,1,0,1,2,0,1,2,0,0,1,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,2,1,1,2,1,0,1,1,0,1,1,2,1,0,1,0,0,2,0,0
47904,1,1,2,0,1,1,2,2,0,0,1,0,2,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2,1,0,1,0,0,2,2,2,0,1,1,1,2,0,2,2,0,1,0,0,0,0,1,0,1,0,0,0,2,1,1,2,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0,2,1,0,1,1,0,1,0,2,1,1,0,1,0,0,1,1
32359,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,2,0,0,2,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2,0,1,1,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,2,0,2,1,1,0,1,1,1
19154,1,1,2,1,0,1,1,1,0,0,1,0,1,0,2,0,1,1,1,1,0,0,2,1,0,1,1,1,2,1,1,2,1,0,2,1,1,0,2,0,1,1,1,2,2,1,0,1,1,0,0,0,0,1,1,0,0,1,2,0,0,1,1,1,0,0,1,1,0,0,0,2,0,0,1,1,1,1,1,2,0,1,0,0,0,1,2,0,0,1,1,0,0,1,2,0,0,0,2,1,0
