ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.dummy
20666,0,0,2,0,0,0,1,0,1,0,1,1,2,1,1,1,2,2,1,2,1
32041,0,0,1,2,1,1,1,2,2,0,0,1,0,1,1,1,0,1,1,1,0
29659,1,1,1,0,0,2,0,1,0,1,0,0,1,1,2,0,0,2,1,2,1
44052,0,0,2,2,0,2,1,1,1,0,1,0,0,0,1,0,0,2,0,0,1
9977,0,0,2,1,0,2,0,0,2,0,0,1,0,0,2,1,0,0,1,2,0
24387,0,0,2,2,0,2,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0
9577,0,0,0,2,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,2,1
37899,0,1,0,2,0,0,0,2,1,0,1,0,1,0,2,1,0,0,1,1,0
27424,0,0,1,2,1,1,1,2,0,1,1,0,0,0,2,0,2,2,1,1,1
48644,1,1,1,2,0,0,1,1,1,0,0,0,2,0,1,1,1,1,0,2,1
41853,0,1,1,0,0,1,2,0,1,0,1,1,1,0,1,1,2,1,0,0,0
44925,0,1,2,2,1,1,2,2,2,1,0,0,2,1,2,0,0,0,1,2,0
9903,0,0,2,1,0,1,1,1,1,0,1,0,2,0,1,1,0,2,0,2,0
38221,0,0,0,0,0,2,1,0,0,1,1,0,2,1,1,0,2,2,1,1,1
45488,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,2,2,0,0,1
24501,1,0,2,2,1,0,2,2,0,0,1,1,2,1,2,1,2,1,1,1,1
2239,1,0,2,1,0,1,0,0,2,0,1,1,1,1,2,1,2,0,1,1,0
44741,1,0,2,2,1,0,2,0,0,0,0,1,0,0,0,0,1,2,0,0,1
8006,0,0,1,2,0,2,0,0,1,0,1,0,1,1,1,1,1,2,0,0,1
21273,0,0,1,1,1,0,1,2,1,0,0,0,2,1,0,0,2,0,1,1,1
39286,0,1,0,1,0,0,0,1,1,1,1,1,0,0,2,1,2,2,1,0,0
48773,0,0,2,2,0,0,1,0,1,1,1,1,0,0,2,1,2,2,1,0,0
48004,0,0,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1
39787,0,0,2,1,0,0,0,2,1,0,0,1,0,1,0,0,0,1,1,1,0
45908,0,1,1,2,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0
6974,0,0,1,1,0,0,1,1,2,1,0,1,1,1,0,1,0,0,1,2,0
41660,0,1,0,2,0,2,1,2,1,1,1,0,2,0,2,1,2,2,1,1,1
8343,0,0,0,0,1,0,2,0,2,0,1,1,2,0,1,0,2,2,1,1,0
46057,0,1,1,2,1,0,0,0,1,1,0,0,0,1,2,0,2,2,0,2,0
2818,0,0,0,2,0,0,0,1,1,1,0,1,0,1,2,1,2,0,0,1,1
40586,0,0,1,2,1,1,1,2,0,1,1,0,0,0,2,0,2,2,1,0,0
32825,0,1,1,0,0,2,1,1,1,1,1,0,0,0,2,0,2,2,0,1,1
20918,0,0,2,2,0,1,2,0,1,1,1,0,0,0,2,0,2,2,0,0,0
27833,0,1,1,0,1,1,1,1,1,1,0,0,1,0,2,1,1,0,0,2,0
35762,1,0,2,0,0,0,2,1,0,0,1,1,1,0,1,0,0,2,1,0,1
37527,0,1,1,0,1,0,1,1,1,1,0,0,0,0,2,0,2,0,1,1,1
18404,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0
19806,0,0,2,1,1,2,2,2,0,0,1,1,2,0,2,1,2,2,1,1,0
28472,0,0,2,0,0,1,1,0,1,1,1,0,0,0,2,0,0,2,0,1,0
29831,0,0,0,2,0,2,2,2,1,0,1,1,1,1,1,1,1,1,0,1,0
41315,0,0,1,2,0,1,1,1,1,0,0,1,0,1,1,0,1,2,1,2,1
