ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.AY,v.AZ,v.BA,v.BB,v.BC,v.BD,v.BE,v.BF,v.BG,v.BH,v.BI,v.BJ,v.BK,v.BL,v.BM,v.BN,v.BO,v.BP,v.BQ,v.BR,v.BS,v.BT,v.BU,v.BV,v.BW,v.BX,v.BY,v.BZ,v.CA,v.CB,v.CC,v.CD,v.CE,v.CF,v.CG,v.CH,v.CI,v.CJ,v.CK,v.CL,v.CM,v.CN,v.CO,v.CP,v.CQ,v.CR,v.CS,v.CT,v.CU,v.CV,v.dummy
27384,1,1,2,2,0,2,0,0,1,1,0,0,0,0,1,0,1,2,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,2,2,2,1,2,0,1,1,0,0,2,0,0,1,1,0,1,2,0,0,1,1,1,1,1,0,2,1,0,0,2,0,1,2,1,0,1,0,0,1,1,1,1,1,1,2,1,1,0,0,0,1,2,1,1,0,1,1,0,2,0,1,0,0,2,2,0
14268,1,1,1,0,0,1,2,1,2,0,1,1,1,1,0,1,2,2,0,1,1,0,0,1,1,0,0,0,2,0,1,1,1,1,0,2,2,1,0,1,0,1,2,1,2,2,0,1,2,1,0,0,0,1,0,1,0,2,0,0,2,1,1,0,1,0,1,2,0,1,0,0,0,0,1,2,0,0,2,2,0,2,0,1,0,0,2,1,1,0,1,1,0,2,2,0,1,1,2,2,1
35388,0,0,0,0,1,0,0,0,1,1,0,1,2,1,1,1,2,2,1,0,2,0,2,0,1,1,0,0,2,1,0,1,0,0,2,1,2,0,0,1,1,2,0,1,2,2,0,0,2,2,1,0,1,0,1,0,0,2,1,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,0,2,2,1,0,0,0,2,1,0,0,1,0,0,1,0,1,1,2,0,2,0,0,1,2,2,1
15300,0,0,1,1,1,2,2,0,0,1,0,1,2,1,1,0,2,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,2,2,0,1,1,2,1,0,1,2,2,0,1,1,1,0,1,1,0,0,1,0,2,0,0,2,1,0,1,1,0,1,2,1,2,1,2,0,0,0,1,0,1,0,2,1,2,0,0,2,1,1,0,0,1,1,0,1,1,0,1,1,1,0,2,1
25558,1,0,2,0,0,2,2,0,1,0,0,0,0,1,1,0,2,2,0,1,1,0,2,1,1,1,0,0,2,0,0,1,0,1,2,2,0,0,1,1,2,1,1,2,2,1,0,0,1,1,1,2,0,1,0,0,0,2,0,0,0,0,1,1,1,0,1,2,1,1,0,2,0,0,1,2,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,2,2,1,1,0,1,2,0
34837,0,0,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,2,1,0,0,1,0,2,0,0,0,2,0,0,1,1,1,0,2,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,2,1,0,0,0,0,1,0,2,1,1,1,2,1,1,1,0,0,0,2,1,0,1,0,0,1,0,2,0,0,0,2,2,0
16368,1,0,2,1,1,0,2,2,0,0,1,1,2,1,1,0,2,0,1,0,2,0,2,1,1,0,0,1,2,1,0,1,0,1,0,1,2,1,0,1,1,2,2,0,0,0,0,0,1,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,1,1,0,0,0,1,2,1,0,2,2,1,2,0,1,0,1,0,1,0,1,1,1,1,1,2,0,0,0,1,2,1
18047,0,1,2,1,0,1,2,0,2,1,1,0,1,0,2,1,2,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,1,1,1,2,2,0,2,1,2,0,0,2,1,0,0,0,1,0,0,1,2,1,0,2,1,0,0,1,1,1,0,1,0,1,0,1,1,0,2,2,0,0,0,1,2,0,1,1,1,1,1,1,1,0,0,2,1,2,1,0,0,2,1,0
40339,0,0,1,1,1,1,0,0,2,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,0,1,0,1,1,1,1,0,1,0,2,1,0,1,0,1,1,2,0,1,1,0,0,1,1,2,1,2,1,1,0,1,0,2,2,1,2,1,0,1,2,0,1,2,1,1,1,1,0,0,1,1,2,0,1,2,1,2,1,0,0,1,1,1,0,0,1,1,0,0,2,1,0,1,0,2,0
18720,1,1,2,1,0,2,0,0,1,1,1,0,1,0,2,0,2,0,0,1,0,1,1,0,0,1,0,1,2,1,1,0,0,0,2,2,2,1,1,1,2,2,0,1,2,0,1,1,0,1,0,2,0,1,1,0,0,2,2,1,2,1,0,0,1,1,0,1,1,1,1,0,0,0,0,2,2,0,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,2,0,0,1,2,1,0
4202,1,0,2,1,0,2,2,0,2,1,1,0,0,1,0,1,1,2,1,1,2,1,2,1,1,0,0,0,2,0,0,2,0,0,2,1,0,0,1,1,0,2,0,2,0,1,1,0,1,1,0,0,0,1,0,0,0,2,2,1,2,0,0,1,1,1,1,0,0,1,1,1,0,0,0,2,2,1,1,0,1,1,1,0,1,1,2,1,1,1,1,0,2,0,0,0,1,1,2,2,0
36433,0,1,0,0,0,0,2,0,2,0,0,0,0,1,1,0,2,2,1,1,2,1,2,1,1,1,0,1,2,1,0,2,0,0,1,0,2,1,0,1,1,2,0,1,2,2,0,1,0,0,0,2,1,1,1,1,0,0,0,1,2,1,0,1,1,0,0,0,1,1,1,2,0,1,1,1,1,1,0,0,1,2,1,1,2,0,1,1,0,0,0,0,0,1,2,0,1,1,0,1,0
42872,1,1,0,1,0,2,1,0,1,0,1,1,1,1,0,1,1,2,1,0,0,1,2,1,0,1,0,0,1,1,0,0,0,1,2,2,1,1,0,1,1,2,0,1,2,1,0,1,0,2,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0,1,1,1,1,0,0,0,1,0,2,1,0,0,1,0,0,1,0,1,1,1,0,0,1,2,2,0,0,0,2,2,0
37940,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,1,2,2,0,2,1,1,2,1,1,1,1,0,2,1,0,1,1,1,2,0,0,1,0,1,2,2,0,0,2,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,2,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,2,1,0,0,1,1,0,0,1,1,0,1,1,2,1,0,0,0,1,1
44970,1,0,1,2,0,1,0,2,2,0,0,0,2,0,1,0,2,2,1,1,0,1,0,1,0,1,0,1,2,1,0,1,1,0,2,0,0,0,1,1,1,2,0,2,1,1,0,1,1,2,1,1,0,1,1,0,0,2,1,1,1,1,0,1,1,0,0,2,0,2,1,1,1,1,0,1,0,1,1,0,1,1,1,0,2,1,0,1,0,0,1,0,2,2,2,0,0,0,1,0,1
33969,1,0,2,2,0,1,1,0,2,0,0,1,2,1,2,1,2,2,1,0,2,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,2,1,0,2,1,0,1,1,2,0,1,0,0,1,1,0,0,2,0,0,2,1,0,0,1,0,0,2,1,1,1,1,0,1,1,2,2,0,0,1,1,0,0,0,2,1,2,1,1,0,0,0,0,1,2,0,0,1,0,2,1
38919,0,0,2,2,1,0,1,2,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,2,1,0,1,1,1,2,0,2,1,1,1,0,1,1,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,2,2,0,2,0,1,2,1,1,0,1,1,0,0,0,1,1,1,1,2,1,1,0,2,2,1
45458,1,0,0,2,1,2,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,1,0,1,0,1,0,2,2,2,2,0,0,1,0,0,1,1,0,1,0,1,0,2,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,1,1,1,1,1,0,2,0,0,1,0,1,0,1,0,0,0,1,0,2,0
18691,1,1,1,2,0,1,2,1,2,0,1,1,2,1,2,1,1,1,0,1,2,0,2,1,1,0,1,1,2,0,0,1,0,0,0,0,2,1,0,1,1,2,2,0,2,2,0,1,0,0,0,2,1,1,1,1,0,2,0,1,2,1,1,0,0,1,1,1,0,2,1,1,0,0,0,1,1,0,0,2,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,2,2,1
6523,0,0,0,0,1,2,1,0,1,0,1,1,2,0,2,1,1,0,0,0,1,0,2,0,1,1,1,0,2,0,0,2,1,0,0,0,1,0,0,1,1,0,0,0,2,2,1,1,2,0,1,0,1,0,0,0,1,2,2,1,0,1,1,0,2,1,1,1,1,0,0,2,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,2,2,1,1,2,2,1
31215,1,1,2,1,1,1,2,0,0,1,0,0,1,1,1,1,2,1,0,0,0,1,2,0,1,0,0,0,2,0,0,1,0,0,2,2,2,0,0,0,0,0,1,2,1,0,0,1,0,1,1,0,0,0,0,1,1,2,1,0,1,0,1,0,1,1,0,2,0,0,0,0,1,0,0,1,0,1,0,2,0,2,1,0,0,1,2,0,1,0,0,0,2,1,0,0,1,0,1,1,0
3251,1,1,0,2,0,2,1,0,0,0,0,0,0,0,2,1,2,0,0,2,2,0,2,1,0,1,0,0,1,0,0,0,0,1,2,1,0,1,0,1,0,2,2,2,1,0,0,1,1,0,0,2,1,0,1,1,1,2,1,1,2,1,0,0,0,1,0,2,1,2,0,0,1,0,1,1,1,1,1,0,0,2,1,1,0,1,2,1,0,1,1,0,0,1,1,1,0,0,0,2,0
14176,1,1,0,0,0,0,2,0,0,0,0,0,2,1,2,0,2,0,0,1,0,0,2,1,1,1,0,0,1,1,1,2,0,0,2,2,0,1,1,1,1,2,0,0,1,0,0,1,0,0,0,2,0,1,0,0,1,2,0,1,2,1,1,1,0,1,0,1,0,1,1,0,0,1,0,2,1,0,0,0,0,2,0,0,0,1,2,0,1,0,1,0,0,1,2,0,1,0,2,1,0
38989,0,1,1,1,1,0,0,1,0,0,1,0,2,1,2,1,0,2,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,2,1,0,1,1,0,2,2,2,1,2,1,1,1,2,0,1,1,0,0,0,1,0,0,1,0,2,0,1,0,1,0,1,1,0,0,0,1,0,0,1,2,1,1,2,0,1,1,1,0,2,0,1,0,1,1,1,1,2,2,2,2,1,1,0,2,1
3261,1,1,2,0,0,0,1,0,1,0,1,1,0,0,2,1,2,0,0,1,2,1,2,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,2,1,0,2,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,2,2,1,2,0,1,1,2,0,1,0,0,2,1,2,0,0,1,0,0,0,0,0,0,1,1,1,2,0,0,1,1,0,1,1,1,0,1,0,1,1,0,2,0
23751,0,0,1,2,1,2,2,1,2,0,0,0,0,0,2,0,2,1,1,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,0,0,1,1,1,0,2,2,2,0,1,2,0,0,1,0,1,1,1,0,2,0,0,2,0,1,0,2,1,1,2,0,0,0,1,1,1,0,2,2,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,2,1,1,0,2,1
16549,0,0,1,1,1,2,0,0,2,0,0,0,2,0,0,1,2,2,0,2,0,0,2,0,0,0,1,0,2,0,0,0,1,0,1,2,0,0,0,0,0,1,2,2,1,1,1,1,1,0,1,0,0,1,1,1,1,0,2,0,1,0,1,0,2,1,0,1,0,2,0,2,0,1,0,0,0,0,1,2,1,1,0,1,2,1,0,0,0,1,1,0,1,0,0,2,1,1,1,2,1
18167,0,1,0,1,1,0,1,0,0,0,0,1,2,0,2,1,2,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,0,1,2,0,2,1,0,1,1,1,0,0,0,2,1,0,0,0,0,1,0,1,1,0,0,1,0,0,2,1,0,1,0,0,1,1,0,2,0,0,0,1,1,1,1,0,1,0,1,1,0,1,2,1,0,1,1,0,0,1,0,1,2,1,1,0,2,0,0
28383,0,1,0,1,0,2,1,0,0,0,0,1,0,1,2,1,0,0,1,1,1,0,1,1,1,0,1,0,2,0,0,1,1,1,0,2,1,0,2,0,1,0,1,2,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,2,0,1,0,0,0,0,1,1,1,0,0,1,0,2,1,1
43085,0,1,1,2,1,2,0,0,0,0,0,1,2,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,2,1,0,0,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,1,1,2,0,1,1,0,0,0,1,0,0,1,2,0,0,2,1,1,1,1,0,2,1,1,1,1,1,1,0,2,2,0,0,1,0,2,1,0
41067,0,0,2,1,1,0,1,1,2,1,1,0,1,0,0,0,1,0,0,1,2,1,2,0,0,1,0,1,1,0,0,0,0,0,1,0,2,1,1,0,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,2,1,2,1,1,2,1,1,0,1,0,1,1,1,1,0,1,2,2,0,1,0,1,1,1
28858,1,1,2,2,0,2,2,0,0,1,1,1,0,0,1,1,1,0,0,1,2,0,1,1,1,1,1,1,0,1,0,0,1,1,2,0,1,1,1,1,1,0,1,1,0,1,0,1,2,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,2,0,1,2,0,0,1,2,0,0,1,2,0,0,2,2,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,2,1
33067,1,0,2,2,1,2,0,0,1,1,0,1,1,1,0,1,1,2,0,2,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,1,2,1,0,0,1,0,0,1,2,0,0,1,1,2,0,1,1,1,0,1,1,0,0,1,2,0,1,1,1,1,0,2,1,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,2,2,1,1,0,0,1,1
1290,0,0,2,2,1,2,0,0,1,1,1,0,2,0,0,1,1,1,0,0,1,0,2,1,0,0,1,1,0,1,0,1,1,1,0,1,2,1,0,1,1,2,2,0,1,2,1,0,2,0,1,1,0,0,0,1,1,0,2,0,1,1,1,0,1,0,1,1,0,1,0,2,1,0,0,0,0,0,1,1,0,2,0,0,1,1,1,1,1,0,0,1,1,1,2,0,1,0,0,2,0
1219,1,0,2,2,0,1,1,0,2,0,1,0,2,0,2,1,0,2,0,1,2,1,2,0,0,0,0,0,1,1,1,2,1,0,1,1,0,0,0,1,2,2,2,2,1,2,0,0,2,2,0,1,0,0,1,1,0,2,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,2,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
35553,0,1,1,0,1,1,0,0,2,1,1,1,0,0,2,0,0,2,1,1,1,0,2,0,0,1,0,1,2,1,1,1,0,0,2,2,0,0,0,0,1,1,2,1,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,2,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,2,0,0,0,1,1,1,1,0,1,2,0,0,0,0,1,0,0,2,1,0,0,2,2,1
37142,1,0,2,2,0,0,1,0,0,0,0,0,2,1,2,1,0,1,1,0,1,0,1,1,1,1,0,0,2,1,0,0,0,0,0,2,1,1,0,0,1,2,1,0,0,1,1,0,1,0,1,2,0,1,0,1,0,0,0,1,2,0,1,0,1,1,1,1,0,0,0,2,1,0,0,1,1,1,1,0,0,2,1,1,1,0,2,1,0,0,1,0,0,1,2,1,1,0,2,1,1
29467,0,1,0,1,1,1,0,0,2,1,0,1,2,0,0,1,2,1,0,1,2,1,2,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,1,1,1,2,1,0,2,2,1,1,0,0,1,0,1,1,1,0,0,0,1,0,2,1,0,1,1,1,0,2,1,1,0,2,0,0,0,2,1,0,2,0,0,1,1,0,1,1,1,1,0,0,1,1,0,1,2,0,0,1,0,2,1
24517,1,0,1,1,1,0,0,0,2,1,0,0,1,1,1,0,1,1,0,2,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,2,2,2,2,0,1,2,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,2,0,0,1,1,1,0,1,0,0,0,2,1,0,1,2,1,0,1,1,0,0,1,0,0,0,1,1,0,2,2,0,0,0,2,2,0
13067,0,0,2,2,0,2,2,0,1,0,1,0,2,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,1,0,0,2,1,1,2,2,2,1,1,1,0,2,0,0,2,1,1,1,0,1,1,1,1,1,0,1,0,2,2,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2,0,0,2,0,1,0,0,1,0,1,1,0,0,0,1,0,2,1,2,1,0,0,2,1,0
9347,0,1,2,0,1,1,0,1,0,1,1,1,1,0,1,0,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,2,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0,0,1,0,1,0,2,1,1,0,2,0,0
1674,1,1,2,0,0,2,0,0,0,1,1,1,0,0,2,1,1,0,0,2,2,0,1,1,1,1,0,0,2,0,0,1,0,0,2,0,0,0,2,0,1,1,0,2,2,2,1,1,0,0,0,2,0,1,1,1,0,0,0,1,2,1,1,0,2,1,0,2,1,2,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2,2,0,2,1,1,0,2,0
14225,0,1,0,0,0,0,0,2,2,0,1,1,0,1,2,1,1,1,0,1,0,1,1,1,0,0,1,1,2,0,0,2,1,1,1,2,0,0,1,1,0,2,1,2,2,2,1,1,0,0,0,1,0,1,0,0,0,2,2,1,2,1,0,0,1,1,0,1,1,2,0,1,0,0,0,0,0,0,0,2,0,2,1,0,2,1,1,1,1,0,0,1,0,2,2,1,0,1,0,0,0
32854,1,1,2,1,0,2,1,1,0,0,0,1,2,1,2,1,2,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,0,2,1,0,0,1,1,0,2,2,2,1,1,2,0,1,1,1,1,0,1,1,0,0,0,2,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,2,1,1,0,0,2,0,1,0,0,0,0,0,1,0,2,1,1,1,2,2,0
9391,0,0,0,2,0,0,2,2,0,1,0,1,1,0,0,1,2,0,1,0,2,0,0,0,1,0,0,0,1,0,0,0,1,0,2,1,2,0,1,0,1,2,2,2,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,1,1,0,2,1,0,0,0,1,0
16392,1,0,0,1,1,2,2,0,0,0,0,0,1,1,1,0,0,0,1,0,2,1,2,1,1,0,1,0,0,1,0,1,1,0,1,2,1,1,0,1,2,2,1,1,1,2,0,0,2,0,1,0,0,1,1,1,0,2,2,1,1,0,1,1,0,0,0,1,0,1,1,2,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2,0,0
44133,1,0,0,2,1,2,0,1,1,1,0,0,1,0,1,0,2,2,1,1,0,1,2,0,1,1,0,0,0,0,0,0,1,0,2,2,1,0,0,1,1,0,1,2,2,2,1,1,1,0,0,1,1,0,0,0,1,2,1,0,2,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,2,0,1,0,0,1,1,0,0,1,2,0,0,0,1,1,2,0,1,0,1,1,2,2,0
29326,1,0,2,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,2,0,1,1,1,1,2,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,2,1,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,1,1,0,1,0,0,2,0,0
6543,0,1,1,1,1,1,1,0,1,0,1,1,2,1,0,1,2,2,1,2,0,0,1,1,1,1,1,0,2,1,1,2,1,0,2,1,0,0,2,1,2,0,0,2,2,0,1,0,0,0,0,1,1,0,1,1,1,2,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,2,0,0,0,0,2,0,0,1,0,1,1,2,2,0,0,0,2,2,1
32741,0,0,1,1,1,0,2,2,2,0,1,0,1,0,2,0,2,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,2,2,2,1,1,1,2,0,1,1,1,0,0,1,1,1,0,2,0,0,0,0,0,2,1,1,2,0,1,1,0,0,0,1,1,1,0,0,0,0,1,2,2,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,2,1,0,2,1,0,1,2,1
