ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.dummy
1287,1,0,2,2,1,2,2,1,2,0,1,1,2,0,2,0,1,2,0,1,0,1,2,0,1,1,1,0,2,0,1,1,1,0,0,0,1,0,2,0,1,2,1,0,2,1,0,0,2,2,0
36213,0,1,0,2,1,0,0,2,1,0,0,0,2,0,0,1,2,1,1,2,2,0,2,0,0,1,1,0,1,0,1,0,0,0,2,2,1,0,0,0,2,1,2,0,2,2,0,0,1,1,0
33525,1,0,1,2,0,2,0,2,1,0,0,1,1,0,2,1,0,1,1,0,2,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,2,2,2,0,2,2,1,0,1,0,1
26527,0,1,2,0,0,1,0,1,1,1,0,0,1,1,0,0,1,2,0,1,1,1,2,0,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,2,1,1,1,0,1,0
15895,1,0,0,0,0,0,2,0,1,0,1,0,2,0,1,0,0,1,0,2,1,1,2,1,1,0,1,0,1,0,0,0,0,1,2,0,2,0,0,1,1,0,0,0,0,1,0,1,0,1,0
49888,1,0,1,2,0,1,0,1,2,0,0,1,0,1,1,0,2,2,0,0,2,0,2,0,1,0,0,0,2,0,1,0,1,0,2,2,1,0,2,1,2,2,1,1,1,1,0,0,0,0,1
20198,1,1,1,0,0,0,1,2,2,0,1,1,0,0,0,1,0,0,1,2,1,1,2,1,0,0,0,1,0,1,1,0,1,0,2,0,0,0,1,0,0,2,0,1,0,2,0,0,2,2,1
6388,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,2,2,2,1,1,1,0,0,0,1,2,2,1,1,0,2,0
4075,0,0,0,2,1,0,2,1,0,1,0,1,1,0,2,0,0,1,0,1,0,1,0,1,0,0,1,1,2,0,0,0,1,1,0,2,2,1,0,0,0,2,0,2,2,0,0,0,2,0,0
2562,1,0,1,2,1,1,2,0,1,1,1,1,0,1,0,0,2,2,0,2,1,1,2,0,0,1,1,1,0,1,1,0,1,1,2,2,0,0,1,0,0,2,2,0,0,0,0,0,0,2,1
39004,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,2,0,1,0,0,0,2,0,0,1,1,0,1,2,0,0,1,2,1,0,2,0,0
