ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.dummy
47905,0,1,0,1,0,1,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0
39987,0,1,1,1,1,1,2,2,1,0,0,0,0,1,0,0,0,1,1,0,0
10416,1,0,0,2,0,0,1,2,0,0,1,0,2,1,2,1,0,1,0,1,0
47609,0,1,1,1,0,2,1,1,0,1,1,0,2,1,1,0,1,2,1,1,0
45161,1,0,2,0,1,2,0,1,1,1,0,0,0,1,2,0,1,2,1,1,1
29087,1,0,2,0,0,1,0,1,0,1,0,1,0,1,2,0,2,1,1,0,0
8114,1,0,0,0,0,0,2,2,1,1,1,1,2,0,2,1,2,1,0,0,0
321,0,1,0,0,0,2,0,0,2,0,0,0,0,0,2,1,2,2,1,1,0
39510,0,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,2,0,1,0
24475,0,0,0,0,0,1,2,0,2,1,1,1,0,1,0,0,0,1,1,1,1
13659,0,0,1,2,0,1,1,0,2,1,1,0,1,0,0,0,2,0,1,0,0
15399,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,1,1,2,0,2,0
29734,0,1,1,1,0,2,2,0,0,1,1,1,0,0,0,0,1,2,1,1,1
6479,1,0,2,0,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,2,1
27536,1,0,0,1,1,0,0,1,2,1,0,1,0,1,0,1,2,1,0,1,1
20833,0,1,0,1,1,2,0,0,0,0,1,0,0,1,1,1,0,1,1,2,1
33583,1,0,0,2,0,0,1,0,0,1,1,0,0,0,1,0,2,1,0,2,1
15477,0,0,0,0,0,2,2,0,1,1,1,1,2,1,0,0,1,1,1,2,1
49492,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
42664,0,1,2,0,0,2,2,1,0,1,0,0,0,0,1,0,1,1,1,2,1
3357,1,0,0,2,1,2,2,1,2,0,0,1,2,1,0,0,0,1,0,2,0
14239,0,0,0,1,0,0,2,2,0,1,1,1,0,0,2,1,2,0,1,0,1
32150,0,0,0,1,0,2,0,0,0,1,1,1,0,1,2,1,2,2,1,1,0
40469,0,0,0,1,1,0,1,1,2,0,1,1,0,1,0,0,1,1,0,0,1
35188,0,0,1,2,0,0,1,2,2,1,1,0,2,1,0,1,1,0,0,1,1
38476,1,0,2,2,0,0,2,2,0,0,1,1,0,0,1,0,1,1,1,1,1
30181,1,0,2,2,0,1,0,0,0,0,1,1,2,0,2,0,0,1,1,1,0
3622,0,0,0,1,1,2,2,1,2,0,1,1,0,1,0,0,2,1,1,2,0
5710,0,0,2,0,0,0,2,1,0,0,0,0,0,1,2,0,1,2,1,0,1
42554,0,0,1,0,0,1,2,0,2,1,1,0,2,1,2,1,0,1,0,1,0
28196,0,1,1,1,1,2,1,0,2,0,0,0,2,0,1,1,2,1,1,0,0
41815,1,0,1,0,1,2,0,0,1,1,1,0,2,0,2,0,1,0,1,1,1
2955,0,0,0,2,0,0,1,2,1,0,1,0,0,0,1,0,0,2,1,1,0
11612,1,0,1,0,1,1,0,1,2,1,1,0,1,0,2,0,1,2,0,1,1
21548,0,1,2,2,0,1,0,0,0,1,1,0,0,1,2,1,1,1,1,2,1
25898,0,1,0,1,0,1,2,1,0,0,1,1,0,0,1,0,2,0,1,0,1
13634,1,0,2,2,0,2,1,1,1,0,0,1,0,1,0,0,0,0,1,2,0
6713,1,1,0,0,0,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0
42612,1,1,1,2,0,2,2,0,0,1,1,0,2,0,2,1,1,0,0,0,0
47418,0,0,0,1,0,2,2,0,0,0,0,1,0,1,2,0,2,2,0,0,0
23331,0,1,2,1,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
47552,0,1,2,2,0,2,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0
27369,1,1,0,1,1,2,2,0,0,1,0,0,2,0,1,0,2,0,0,0,1
10151,0,0,2,1,0,2,2,1,1,0,0,1,1,1,0,0,1,1,0,2,0
20414,0,1,1,0,1,2,2,1,1,1,0,1,0,0,2,1,1,1,1,1,0
14854,1,0,2,0,0,2,0,0,1,1,0,0,2,1,0,1,2,1,1,0,0
17183,1,0,2,1,1,0,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0
23386,1,1,2,1,1,2,2,2,2,0,0,0,0,1,2,1,0,1,1,1,0
21933,0,1,2,0,0,1,2,1,0,0,0,0,2,1,1,0,0,1,1,1,1
21409,1,1,2,2,1,1,2,0,2,0,1,0,0,1,1,1,1,1,1,2,1
10389,1,1,2,1,1,1,2,1,1,0,0,0,2,1,1,1,2,1,1,1,1
34837,0,1,1,1,1,2,1,1,0,1,0,1,0,1,2,1,2,2,1,0,0
44556,0,1,1,0,1,1,2,0,1,0,1,1,1,0,0,0,2,2,1,1,0
47879,1,1,1,1,0,1,2,1,2,1,0,0,2,1,2,0,1,1,0,1,0
44980,0,0,0,2,1,2,2,0,1,1,1,1,2,0,0,0,1,1,1,2,1
3801,0,0,0,1,1,0,2,2,1,0,1,1,2,1,1,0,1,1,1,0,1
26783,1,1,1,2,1,2,0,2,1,1,0,0,0,1,2,0,1,0,1,1,1
37813,1,1,2,2,0,0,2,2,0,0,1,0,0,0,2,0,0,0,1,1,0
46530,0,1,1,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0
29556,1,0,2,0,0,2,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1
3507,0,0,0,0,0,2,2,2,2,0,0,0,2,0,1,0,0,1,1,0,1
13502,1,0,2,0,0,2,1,2,0,1,1,0,0,1,0,0,0,1,1,0,0
47559,0,1,1,1,1,2,0,0,1,0,1,0,0,1,0,0,2,1,0,0,0
29146,0,1,0,0,1,2,1,1,1,0,0,0,1,0,0,1,0,1,1,2,0
6974,1,0,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1
21107,1,0,0,0,1,2,2,0,2,1,1,0,0,1,2,0,1,2,0,1,1
5176,1,1,1,2,0,2,0,2,1,1,1,0,1,1,0,1,1,2,1,0,1
36554,1,0,2,1,1,1,0,2,1,0,1,1,2,0,2,1,1,1,1,2,0
12389,1,0,0,0,0,2,1,0,2,0,0,0,0,1,1,1,1,1,0,2,0
49551,1,1,1,0,0,0,1,0,0,0,0,1,2,0,1,0,2,1,1,2,1
19998,0,1,1,2,0,1,0,1,1,0,0,0,0,0,2,0,2,2,1,1,0
41916,0,0,1,1,1,2,0,1,2,1,0,1,0,1,0,0,2,1,1,0,1
12578,1,0,2,0,0,1,0,0,0,0,1,1,0,1,2,1,2,1,1,0,1
35984,1,1,2,2,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0
4431,1,1,2,2,0,2,0,2,0,0,1,0,2,1,0,0,1,0,1,0,0
9678,0,0,0,0,1,0,0,1,2,1,0,0,1,1,0,1,1,0,1,1,1
8970,0,1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1
43935,1,1,1,2,0,2,1,1,0,1,0,1,0,0,1,1,2,2,1,2,0
7232,0,0,1,1,0,0,2,0,1,0,0,0,2,1,1,1,0,2,0,0,1
40870,1,1,0,0,0,0,2,2,2,1,1,0,0,1,1,0,2,1,1,1,0
33975,0,1,2,2,1,0,1,2,1,1,1,1,0,0,0,1,1,1,1,1,1
17438,1,1,2,1,0,1,2,2,0,0,0,0,2,0,1,0,1,2,0,1,1
28566,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,2,1,1,0
3153,1,1,0,1,1,0,0,1,2,1,1,0,1,0,1,1,1,0,0,2,1
33741,1,1,1,0,0,0,2,0,0,1,0,1,2,1,2,0,2,1,1,2,1
15728,1,0,0,2,0,1,2,2,2,1,0,1,0,1,2,1,2,2,0,0,1
21865,1,0,1,2,0,2,1,0,0,0,0,0,0,0,2,1,0,0,1,2,0
23653,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0
41255,0,0,0,1,1,0,2,0,1,0,1,0,1,0,0,0,0,1,1,0,1
22550,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,1,2,1,2,1
12049,1,0,2,0,0,0,0,0,2,1,1,0,0,0,1,1,2,1,0,0,0
8311,0,0,0,1,1,2,2,1,0,1,0,0,0,1,2,1,0,1,1,0,1
30262,0,0,2,0,0,1,1,2,2,0,0,1,0,1,2,0,0,0,1,2,1
9340,1,0,0,1,0,1,1,2,0,1,0,0,2,1,0,1,2,2,1,0,0
24668,0,1,0,1,1,2,1,1,1,0,0,0,0,1,1,0,2,2,0,2,1
42879,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1
11295,0,1,1,2,0,1,1,1,2,1,1,0,2,0,2,0,1,2,1,2,1
43926,1,0,2,0,0,1,0,0,0,1,0,1,2,1,2,1,2,1,1,1,1
40314,1,1,1,2,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,1,0
30537,0,1,0,2,0,0,1,1,0,1,0,0,0,1,0,1,2,2,1,0,0
44958,0,0,1,1,1,1,1,0,2,1,1,0,0,1,0,1,1,1,1,2,0
40033,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0
26779,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,1,2,2,0,0,0
45126,1,0,2,1,1,1,1,2,0,0,0,0,0,0,1,0,1,1,0,1,1
20816,1,0,0,2,0,2,0,2,0,1,0,1,0,0,0,1,2,1,0,1,0
1575,0,0,2,1,1,0,2,2,1,0,1,0,1,1,1,1,1,1,1,1,1
6264,0,0,2,0,1,2,0,2,2,0,0,1,0,1,1,0,1,2,1,0,0
35559,1,1,0,1,1,1,2,2,1,0,1,0,0,1,1,0,1,0,0,0,1
21963,1,0,2,0,1,1,1,1,2,0,0,1,1,1,0,1,1,2,1,0,0
19368,1,0,1,0,0,2,1,2,0,0,1,0,2,0,0,0,1,1,1,1,0
48958,0,0,2,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1
3708,0,1,0,2,1,2,0,0,0,0,0,0,2,0,2,1,1,2,1,0,0
15882,0,1,1,0,0,1,0,1,1,1,1,0,0,1,2,1,1,0,1,1,1
9516,0,1,2,1,1,1,2,0,0,0,0,0,2,0,0,1,2,1,0,0,1
