ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.dummy
28851,1,1,1,0,1,1,1,1,2,1,0,0,0,1,1,0,2,2,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,2,1,0,1,2,1,2,2,1,1,1,0,2,2,0
47187,0,1,2,2,1,1,0,2,2,1,1,1,2,0,0,1,1,1,1,1,2,0,2,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,2,0,1,1,1,2,1,0,0,0,0,2,1
30139,0,1,2,2,0,1,2,1,0,1,1,1,2,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,1,2,0,0,0,1,0,2,0,2,2,1,0,0,0,2,2,0
10039,0,0,2,1,1,1,0,1,2,1,1,1,1,0,0,0,1,2,0,0,2,0,2,1,0,0,1,0,2,0,1,1,1,1,0,2,2,1,0,0,2,2,2,2,0,0,0,0,1,2,0
30877,0,1,2,2,1,1,0,0,2,1,0,1,1,1,0,1,0,0,0,2,0,0,2,0,0,1,0,0,2,1,1,0,1,0,2,1,0,0,1,1,2,2,2,2,2,2,0,1,2,0,1
1776,0,1,1,2,0,2,1,2,2,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,2,1,1,2,0,2,0,0,1,0,1,2,2,0,2,0,0,0,2,0
21610,1,0,1,0,1,1,1,1,2,0,1,0,2,1,2,0,2,2,1,1,0,0,0,1,0,0,0,0,2,0,1,2,0,1,2,0,1,0,1,1,0,2,2,0,2,2,0,1,0,0,0
15939,1,1,2,1,1,2,2,2,0,0,0,0,2,0,2,1,0,0,0,0,2,1,2,0,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,2,2,0,1,1,1,0,2,0,1
38573,1,1,2,1,0,1,1,2,0,0,1,0,0,1,1,1,2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,2,0,0,2,0,0,0,1,1,0,1,0,1,1,1,1,1,2,1,1
21559,1,0,2,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,1,1,1,0,2,0,1,0,1,0,0,1,0,2,0,1,0,1,2,1,1,0,2,2,1,2,2,2,0,0,0,2,0
2208,1,0,2,0,0,0,2,2,2,0,0,0,1,0,0,0,0,2,1,2,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,2,0,2,2,0,2,1,1,1,1,1,2,0
20320,1,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1,0,0,1,1,2,1,0,1,0,1,0,2,1,2,0,1,0,0,1,2,1
19404,1,0,1,2,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,2,1,0,1,0,1,0,0,1,1,0,0,2,1,1,2,0,2,0,0,1,0,2,2,2,2,1,0,0,2,2,0
41386,0,1,2,1,1,0,1,2,2,1,0,1,1,0,2,1,0,1,0,2,1,0,2,0,0,0,0,1,0,1,0,2,0,1,1,2,2,1,0,1,1,2,2,1,0,2,0,0,1,0,1
37334,1,1,2,2,1,2,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,2,0,1,2,1,0,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,2,0
18846,1,1,0,0,1,0,1,2,2,0,1,0,2,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1,0,0,2,0,2,0,0,0,0,2,1,1,0,0,1,0,1,1,1
31591,1,1,0,1,0,0,0,1,2,0,0,1,2,1,2,0,1,1,1,0,1,1,2,1,1,1,0,1,1,1,1,0,0,1,2,2,2,0,2,1,0,1,2,2,0,0,1,1,2,0,1
46426,0,0,2,2,1,1,0,0,2,1,1,1,1,0,0,0,0,2,1,2,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,2,2,2,1,1,1,1,2,2,1
28395,1,1,0,2,0,0,1,2,2,1,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,2,0,1,0,1,0,0,2,1,0,0,1,1,2,2,2,0,1,0,0,1,1,1
49268,1,0,1,1,0,0,1,0,2,0,0,1,2,0,2,1,0,0,0,1,1,0,2,1,0,0,1,1,1,1,0,2,1,1,0,1,2,0,1,0,1,2,0,1,0,1,1,1,0,1,0
12441,0,0,2,2,0,1,0,1,0,0,1,1,1,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,2,1,2,0,2,0,1,1,2,0,0,2,1,0,1,1,1
18323,0,0,2,2,1,2,2,1,0,0,1,1,1,0,2,1,1,0,1,0,2,1,2,0,0,0,1,0,2,1,1,1,0,0,1,0,2,0,1,1,1,0,2,0,2,2,1,1,0,2,0
18249,1,1,2,1,0,1,1,2,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,0,0,1,2,1,2,0,0,1,0,1,2,2,0,2,1,1,1,1,1
13354,1,1,2,0,0,2,2,2,1,0,0,0,1,1,0,0,2,2,0,1,0,0,0,0,0,0,1,0,2,0,1,0,1,1,0,2,1,1,0,1,1,2,2,2,0,2,1,0,2,0,1
12495,0,0,1,1,1,1,1,0,0,0,1,0,1,1,2,1,1,1,1,0,2,0,2,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,2,0,0,2,2,0,0,0,1,2,1
43794,0,1,1,2,1,2,1,2,0,0,1,1,0,1,0,1,2,2,0,1,0,1,2,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,2,2,2,0,2,1,0,2,1,1
13838,0,1,0,1,1,2,1,1,1,1,0,0,1,1,2,1,2,1,0,2,2,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,2,2,2,0,1,0,0,0,2,1
14498,1,1,0,0,1,2,0,0,2,0,1,1,0,1,1,1,0,2,0,1,1,1,2,0,0,1,0,0,0,0,0,1,1,1,2,2,2,1,2,1,0,1,2,2,0,1,0,0,2,1,1
29438,1,0,1,1,1,1,2,2,2,0,1,1,2,0,1,1,0,1,1,2,1,1,2,0,0,0,0,1,0,0,1,1,1,1,2,0,2,0,0,0,1,0,2,1,2,2,1,1,1,1,0
37741,1,0,0,1,0,1,1,2,2,0,1,0,0,0,2,0,2,0,1,1,2,0,1,0,0,0,1,1,2,1,0,0,0,1,0,1,1,1,0,0,1,2,2,2,0,2,0,0,2,2,0
5856,0,1,0,0,0,2,0,1,0,0,1,0,0,1,1,0,0,2,1,2,2,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,2,1,2,0,1,2,0,0,0,2,0,0,2,1,0
10254,1,0,0,2,0,0,2,1,0,1,1,0,0,0,1,1,2,1,0,1,2,1,2,0,1,0,0,0,2,1,1,1,1,0,2,2,0,0,1,1,0,2,2,0,1,1,0,1,1,1,1
18301,1,1,1,0,1,0,1,2,2,1,0,0,0,0,2,1,0,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,2,1,0,1,0,0,2,2,2,1,2,1,0,0,0,2,0
36163,1,1,0,2,0,2,0,1,0,0,0,1,1,0,0,0,2,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,2,2,1,2,2,1,1,1,2,1
23204,0,1,2,0,0,0,1,2,1,0,1,0,2,1,0,1,0,2,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,2,1,1,1,2,2,0,2,1,1,1,0,2,1,0
