ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.dummy
47289,0,1,0,1,1,2,1,1,2,1,1,1,1,0,2,1,0,1,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,1,2,0,1,2,2,0
28439,1,1,2,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,2,0,1,1,0,2,1,2,0,1,0,0,2,2,1
15789,1,1,2,2,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,2,0,1,0,1,0,1,0,1,1,1,0,0,1,2,0,2,0,1,1,2,0,0,1,0,1,0,0,1,1,1
7962,1,1,2,1,0,1,1,0,2,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,2,0,1,0,1,1,2,2,0,0,0,1,0,2,0,1
40893,1,1,2,0,1,1,1,2,2,1,1,1,0,1,2,0,0,2,0,1,1,1,2,0,0,0,1,0,1,0,0,1,0,1,0,2,1,1,1,0,1,2,0,2,1,0,1,1,2,2,0
20186,1,1,2,1,1,2,2,1,2,0,0,1,2,1,0,1,1,1,0,1,1,0,2,0,1,0,0,1,1,0,0,2,0,1,2,0,1,1,0,1,1,1,2,2,0,1,1,0,2,0,0
15835,0,0,2,0,1,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,2,2,2,0,1,1,0,0,1,0,1
7438,1,0,2,0,1,2,1,1,1,1,1,0,2,1,0,0,2,1,1,2,2,1,1,1,1,1,1,1,0,0,0,1,1,0,2,2,0,1,1,0,0,0,0,2,0,2,1,1,1,2,1
7870,0,0,0,2,1,0,0,0,1,1,0,0,0,0,2,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,2,1,2,0,1,0,0,2,2,1
27322,0,0,0,0,0,1,1,0,2,1,1,0,1,1,0,0,1,2,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,2,2,2,0,0,2,1,0,0,1,0
13679,1,1,2,2,0,1,1,2,0,1,1,1,2,0,1,1,2,0,1,0,0,1,1,1,0,1,1,0,0,1,0,2,0,0,1,2,0,1,2,0,2,1,0,0,0,2,1,0,2,0,1
38817,0,0,2,1,0,2,0,1,0,0,0,1,2,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,2,0,1,0,0,1,1,2,0,1,2,0,2,2,2,2,0,0,0,0,0,0,1
4615,1,1,2,1,1,1,1,0,0,0,1,1,2,0,0,1,0,1,0,0,2,1,1,0,0,1,1,1,1,1,1,0,0,0,2,0,2,0,2,1,1,2,1,1,1,0,0,0,2,1,0
39914,0,1,1,0,1,0,0,2,2,1,0,1,0,1,1,1,0,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,2,1,0,1,1,1,2,0,2,1,1,0,1,1,1
19210,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,2,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,2,1,1,1,2,1,2,2,2,2,1,1,1,0,1,0,0
9804,0,0,1,0,0,1,2,1,1,0,1,1,0,0,2,1,0,0,1,1,2,0,0,0,1,1,0,0,2,1,1,1,1,0,0,1,0,1,2,1,0,2,2,0,2,2,0,1,0,2,0
22094,1,0,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,1,0,0,0,1,1,2,0,2,0,2,1,1,1,1,1
27480,0,0,1,0,1,1,1,0,0,1,1,0,2,1,1,1,2,2,1,2,1,1,2,1,1,0,0,0,1,1,1,1,0,1,1,2,2,1,0,0,1,1,0,0,2,2,0,0,0,0,1
49062,0,0,0,2,0,1,2,1,2,1,0,1,2,1,2,0,0,0,0,1,0,0,2,0,1,0,1,1,2,0,1,0,0,0,2,0,1,0,0,0,0,2,2,0,0,0,1,1,0,0,1
43858,1,1,1,1,0,2,1,0,1,1,0,0,2,1,2,1,2,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,2,1,1,0,2,0,0,2,0,0,2,0,0,0,1,0,1
45852,0,1,0,0,1,0,0,2,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,2,1,1,2,2,0,1,1,1,2,1,0,0,1,2,0,0,1,1,1
22957,1,1,1,2,1,0,2,1,0,1,0,0,2,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,2,1,1,2,2,0,1,1,1,2,1,0,0,0,0,0,1,2,0,1
19140,1,1,0,1,0,0,2,2,2,0,0,0,2,0,0,0,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,1,2,1,1,0,1,1,2,2,2,2,1,2,0,0,0,0,0
5012,1,1,0,1,1,1,1,0,2,1,1,0,1,1,0,0,2,0,1,1,0,1,2,0,1,0,0,0,2,1,1,0,1,0,2,0,0,0,0,1,0,2,1,1,2,2,1,1,1,2,0
18351,1,1,0,1,1,1,2,0,0,0,1,1,0,1,1,0,0,2,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,2,2,0,2,1,1,0,2,0,0,2,1,1,2,2,1
23409,1,1,0,1,1,2,2,0,2,1,0,0,1,1,1,1,2,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,2,1,0,0,2,2,2,0,0,2,1,1,1,2,0
24771,1,1,1,0,0,1,2,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,2,2,1,2,1,1,2,2,1,1,1,0,0,2,1,0
35837,0,0,2,2,1,1,2,1,2,0,1,0,2,1,0,0,0,1,1,1,2,0,0,0,1,0,0,1,2,0,0,0,1,1,2,0,1,1,1,0,2,1,0,2,0,2,1,1,1,0,0
47022,1,0,0,1,0,2,2,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,2,1,0,0,1,1,0,1,1,0,1,0,2,2,1,0,1,1,2,0,0,0,0,2,0,0,2,0,0
42815,0,0,0,0,1,0,2,0,1,0,0,1,1,0,0,1,1,1,1,2,0,1,2,1,0,1,0,1,2,1,1,0,1,1,1,0,1,0,1,1,2,2,2,1,1,2,1,0,2,2,0
44583,0,0,2,2,0,0,2,1,2,0,1,1,0,1,0,0,1,1,0,2,1,0,2,1,1,0,1,0,2,1,0,1,0,0,1,2,1,0,1,1,0,2,2,2,1,2,1,1,1,1,1
16077,1,0,1,1,0,2,2,0,0,1,1,0,0,1,2,1,0,0,0,1,1,1,2,0,1,0,1,0,0,1,1,0,0,1,1,0,2,0,1,0,1,2,2,0,0,2,0,0,2,0,1
26111,1,0,1,0,0,1,1,2,0,0,0,0,2,1,1,0,2,1,1,0,2,0,1,0,1,0,1,1,2,0,1,1,1,1,1,0,0,0,1,1,0,0,2,2,0,2,0,0,2,1,0
3964,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,2,1,1,2,1,0,0,2,0,0,2,1,1
48627,0,0,1,2,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,2,0,1,0,1,0,2,1,0,0,1,1,0,0,2,2,2,0,0,0,2,2,1
30852,0,0,1,1,0,2,1,0,1,1,1,0,2,1,1,0,2,0,1,1,1,0,2,1,0,1,1,0,0,0,0,1,1,0,2,2,1,0,2,0,1,2,2,1,0,2,1,1,1,2,0
35967,0,0,1,1,1,0,1,2,2,0,0,1,0,1,1,0,0,2,1,2,0,0,2,1,1,1,1,0,1,0,1,1,0,1,1,2,0,0,0,1,2,0,2,1,2,1,1,1,0,2,1
46830,1,1,1,0,1,1,2,2,1,0,1,0,1,1,2,1,2,2,1,1,1,1,2,1,1,0,0,0,0,1,1,0,0,1,2,2,2,0,0,0,0,0,2,2,0,1,0,1,2,2,1
26616,1,1,0,2,0,1,0,2,0,0,1,0,2,0,0,0,1,0,1,1,0,0,2,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,2,0,0,2,0,1,1,0,0,2,1
1814,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,2,1,1,0,1,0,1,0,1,0,1,1,2,1,0,0,0,1,0,0,1,2,2,2,1,0,1,0,0,0,2,0
36591,1,0,1,0,1,2,2,2,2,1,1,1,0,0,1,1,1,1,1,0,0,0,2,1,0,0,0,0,1,1,1,1,0,0,2,0,0,1,0,0,2,0,2,1,2,2,1,0,1,2,0
35535,1,1,0,2,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,2,0,1,0,0,1,0,1,1,1,1,1,0,0,2,1,1,1,2,0,0,2,0,0,0,1,2,0,1
23885,1,1,1,1,0,1,2,1,0,1,1,0,0,0,1,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,1,1,2,2,0,2,0,1,0,2,1
27174,1,1,0,1,0,2,1,2,1,0,0,0,2,1,0,1,0,2,1,1,2,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,2,1,0,0,0,2,0,0,0,2,0,1,1,2,1
20603,0,1,2,1,1,0,1,0,2,1,0,0,1,0,1,0,2,1,1,1,0,1,2,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,2,1,1,0,0,1,1,1,1
178,1,0,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,2,0,2,1,1,2,1,0,1,0,0,0,1,0,0,1,1,1,2,2,1,1,1,2,2,2,1,2,2,1,0,1,0,0
40252,1,1,2,1,0,0,2,0,2,0,0,0,2,0,0,0,2,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,2,1,0,1,2,2,2,1,0,2,0,0,2,2,0
32212,0,0,2,2,0,2,0,2,2,0,0,0,0,1,0,1,2,1,1,0,2,0,1,0,1,1,0,0,2,1,0,1,0,0,2,2,2,1,1,1,0,1,0,0,0,2,1,0,0,0,1
16404,0,0,0,1,1,2,1,2,2,1,1,1,2,0,1,0,0,2,1,2,2,0,2,1,1,0,0,0,2,0,1,1,1,0,0,0,1,0,0,1,2,1,2,0,0,2,0,0,0,2,1
34484,1,1,0,1,0,0,0,0,2,1,0,0,1,0,0,1,2,2,0,1,1,1,0,0,1,1,1,0,2,0,0,2,1,1,2,0,0,1,1,1,2,2,0,0,2,2,1,1,0,2,1
4502,1,0,1,2,0,2,2,2,0,0,1,1,1,0,2,1,0,0,1,2,0,0,0,1,0,1,1,0,0,1,0,2,0,0,2,2,2,1,0,1,1,2,2,2,2,2,1,0,0,2,0
38682,0,1,2,1,0,2,2,1,1,0,0,1,1,1,0,0,2,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,2,2,2,0,1,1,1,1,0,1,1
39766,1,1,0,2,1,2,2,2,2,1,0,0,1,1,0,0,0,2,1,1,0,1,0,0,1,0,0,1,1,1,1,2,1,1,0,0,2,0,0,0,1,1,2,1,0,2,1,0,0,1,1
7591,1,1,2,2,1,0,2,1,1,1,1,0,0,0,2,0,1,0,0,0,2,0,0,0,1,1,1,0,1,0,1,0,1,1,2,0,1,0,0,1,2,0,1,0,0,1,0,0,1,1,1
22695,1,0,0,2,1,2,1,0,0,0,0,1,0,0,0,0,2,0,0,1,2,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,2,1,2,0,2,0,0,2,0,2,1,1,1,1,0
39920,1,0,0,2,1,0,0,1,1,0,0,0,2,0,2,1,0,0,1,0,0,0,2,0,1,1,0,0,2,0,0,1,0,0,1,0,2,1,1,1,1,1,1,2,0,1,0,1,0,1,0
39355,0,1,2,0,1,1,2,0,2,0,1,1,1,0,0,1,0,2,1,2,2,1,1,0,0,0,1,1,0,0,1,0,0,1,2,0,1,1,1,1,2,0,0,0,2,2,1,0,2,0,0
40980,1,0,2,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,2,1,2,0,0,1,1,0,0,0,0,2,0,0,0,1,0,1,2,1,0,1,2,1,1,1,1,0,2,1,0
