ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.dummy
47912,1,0,2,0,0,2,2,1,0,1,0,1,0,1,0,0,0,1,1,1,1
6203,0,1,1,0,0,2,0,2,1,1,0,1,2,1,0,1,0,2,1,1,0
34277,0,0,0,0,1,1,2,0,2,1,1,0,0,1,1,0,1,1,1,1,0
41970,0,1,1,0,0,2,2,0,0,0,1,1,2,0,2,1,0,0,1,2,0
48784,1,1,0,0,0,2,2,0,0,1,0,0,0,1,0,0,2,1,0,0,1
14596,1,1,0,2,0,0,1,1,2,1,1,0,0,1,1,0,1,2,0,1,1
8786,1,1,1,1,1,0,1,2,1,1,0,0,1,1,1,1,2,1,1,2,1
5505,1,0,2,2,0,1,0,0,0,1,1,0,0,0,1,1,2,2,1,0,0
27623,1,1,0,0,0,2,0,0,2,1,0,1,0,1,2,1,2,1,0,2,0
19819,0,0,0,2,0,0,0,0,0,1,1,1,0,1,2,0,2,0,1,2,1
16242,0,1,0,0,0,1,0,2,1,1,0,0,1,0,0,0,2,1,1,0,1
23568,1,1,0,0,0,0,2,0,2,0,1,1,2,1,1,0,2,1,1,0,0
11250,0,1,1,1,1,0,0,2,0,1,1,0,1,1,1,1,0,0,1,0,1
18942,0,0,2,0,0,2,2,2,0,0,0,1,0,0,0,0,0,2,1,1,0
13001,1,0,1,0,1,2,2,0,1,0,1,0,1,1,2,0,1,2,0,2,0
17117,1,0,2,2,0,0,2,1,1,0,0,1,0,1,2,0,1,2,0,0,1
18818,1,1,1,1,1,0,2,2,1,1,1,1,2,1,0,0,0,1,1,2,0
9711,0,1,0,1,1,1,2,0,0,0,1,0,2,0,0,1,1,0,1,1,1
16842,1,1,0,1,1,1,0,1,1,1,0,1,1,1,2,0,0,2,1,1,0
11857,1,1,0,2,0,1,2,2,2,1,1,0,0,1,1,1,2,2,0,1,1
31611,1,1,0,2,0,0,1,0,0,1,1,0,1,1,1,1,1,2,0,2,0
8014,0,1,2,0,0,1,0,1,1,0,1,0,1,0,0,0,2,1,0,0,1
20505,1,0,1,0,0,1,2,2,2,1,0,0,0,1,1,0,0,1,1,0,0
15195,0,0,0,0,0,0,2,0,0,0,1,0,2,1,1,1,0,1,0,1,1
21956,0,0,0,1,0,2,2,0,0,1,1,0,2,0,0,0,1,1,1,0,0
10492,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0
46206,0,0,2,0,1,1,1,2,2,0,0,0,1,0,0,0,0,1,1,0,1
41409,0,1,0,1,1,2,0,2,2,1,0,0,0,0,1,1,2,2,1,0,1
20298,1,1,1,1,0,0,1,2,2,1,1,1,0,1,1,0,1,1,1,0,1
2975,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,2,2,1,1,1
41896,1,0,0,2,0,0,2,0,2,1,1,1,0,0,2,1,1,2,0,1,1
39276,1,0,0,2,0,2,1,1,0,1,1,0,0,0,2,0,2,2,0,0,0
6848,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,0,0,0,1,2,0
49443,1,1,2,1,1,1,1,2,2,0,1,0,0,0,0,1,1,0,1,1,1
34444,0,0,0,0,0,2,2,2,1,0,0,0,1,0,2,1,0,1,0,2,1
43121,1,1,1,2,0,2,1,0,2,1,1,1,0,0,0,0,0,1,0,1,1
9481,0,1,1,2,0,0,1,0,1,1,1,1,2,0,0,0,1,1,1,1,1
43154,0,1,1,2,0,2,0,0,1,1,0,1,1,1,2,1,1,2,1,0,0
30932,0,1,1,1,1,1,2,0,2,0,1,1,1,1,2,1,1,1,0,2,0
5718,0,0,0,1,1,0,2,1,2,1,0,0,0,1,0,1,2,2,1,2,1
25339,0,0,1,1,1,2,0,1,2,0,1,0,0,0,1,1,1,1,0,1,1
16851,0,0,0,2,0,0,0,2,1,1,1,1,2,0,2,0,2,2,0,2,0
31449,0,0,1,0,0,0,2,1,2,1,1,1,2,1,0,0,2,1,1,0,0
16777,0,1,2,1,1,1,1,0,2,0,1,1,0,0,1,0,1,2,0,1,1
13490,0,0,0,1,1,2,2,0,2,0,0,1,0,1,2,1,1,1,1,1,0
46081,1,0,2,0,1,1,2,2,1,0,1,1,2,0,0,0,0,0,0,0,1
17021,0,1,2,2,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,0,1
11776,1,0,2,1,1,2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
17924,1,1,2,0,0,1,0,1,1,0,1,0,0,1,1,1,2,0,0,0,0
49074,1,0,1,0,1,2,2,1,0,1,0,0,2,0,0,0,2,1,1,0,0
46283,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
15845,0,1,0,0,1,1,0,1,2,0,0,0,0,1,1,0,2,1,0,0,0
49250,0,0,0,2,0,0,0,1,2,0,1,1,1,1,2,0,0,0,1,2,0
31922,0,0,1,2,0,2,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0
18462,0,0,0,1,1,2,0,0,1,1,1,0,2,0,1,1,2,0,1,0,1
7486,1,1,0,0,1,2,2,0,2,1,0,0,2,1,2,0,0,2,1,2,1
17746,0,1,0,1,1,2,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0
1702,0,1,1,1,1,0,1,1,2,1,0,1,1,0,0,0,2,0,0,1,0
39569,0,1,1,2,0,1,2,0,0,0,1,1,2,0,0,0,0,0,1,1,0
37929,1,0,2,1,1,1,0,0,2,1,1,0,0,0,0,1,2,1,1,0,0
52,0,1,0,1,0,0,2,2,0,1,1,1,2,0,0,0,1,0,1,2,0
24721,0,1,0,0,1,2,2,0,2,1,0,0,0,0,2,1,1,0,1,0,0
24418,1,1,1,0,1,1,2,2,1,0,1,0,2,0,1,1,1,2,1,0,1
49100,1,0,2,1,1,2,0,2,2,0,0,1,0,0,0,1,0,2,1,1,0
7327,0,1,2,2,1,2,0,1,2,0,0,1,1,1,0,0,1,0,0,1,1
41099,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
21757,1,1,1,0,0,2,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1
39734,1,0,0,2,0,2,0,0,0,1,0,1,0,0,2,0,2,0,0,0,0
1582,0,0,1,0,0,2,0,0,1,0,1,0,0,0,2,1,0,2,1,2,1
39614,1,1,2,2,0,0,2,0,1,0,0,0,2,0,2,1,2,0,0,0,1
28029,1,1,1,1,0,0,1,2,2,1,1,1,0,0,0,0,1,0,1,1,0
35634,1,1,2,1,1,1,0,1,1,0,0,0,2,1,0,0,0,2,0,0,0
27009,0,0,0,1,1,1,2,2,0,1,0,1,1,0,0,0,1,1,0,1,0
16673,0,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,1,2,0,1,1
17723,0,1,2,1,1,1,1,0,2,0,1,0,1,0,0,1,2,1,1,0,0
44086,1,0,2,2,0,0,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1
32960,0,0,0,1,1,1,1,0,1,0,1,1,2,0,2,0,0,0,1,1,1
31272,0,0,0,2,0,2,2,2,0,1,1,0,0,1,0,0,2,1,1,2,0
37249,1,0,1,2,1,0,2,1,2,1,0,0,0,1,0,0,1,0,0,1,0
12399,0,1,2,0,0,2,0,2,1,0,1,0,1,1,0,0,1,0,0,0,0
35221,1,1,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,1,0,1
24301,1,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0
31077,0,0,2,0,1,2,1,1,0,0,1,0,0,0,0,1,2,0,1,0,0
20219,1,1,0,1,1,2,1,1,2,0,0,0,0,0,1,1,0,0,0,1,0
32704,1,0,0,2,0,0,0,0,2,1,1,0,0,1,1,0,1,1,1,0,1
19235,1,1,1,2,0,1,0,0,2,1,0,0,2,0,2,0,0,2,0,0,1
9058,1,0,1,2,0,2,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1
30407,0,1,0,2,0,2,1,0,2,1,0,0,0,1,1,1,2,2,0,2,1
48705,1,1,0,2,0,1,0,0,0,1,1,1,2,0,2,0,1,0,0,0,1
8749,0,1,1,0,0,2,2,0,1,1,1,0,1,0,0,0,1,0,1,1,1
24453,1,1,1,0,0,2,2,0,0,0,0,0,0,0,2,1,2,1,0,1,0
22563,1,1,0,0,0,0,2,0,1,1,1,0,1,0,1,0,1,0,1,1,0
34794,0,1,1,2,1,2,0,1,2,1,0,0,1,1,0,1,1,0,1,1,1
38661,0,0,0,2,0,2,0,1,1,1,0,0,1,1,0,0,2,1,1,0,1
34584,1,1,1,1,1,2,0,2,2,1,0,1,0,1,1,0,0,0,0,1,0
18956,0,0,1,1,1,2,2,0,1,1,1,0,0,0,0,1,1,0,0,1,0
30726,0,1,0,2,1,1,2,2,2,0,0,0,2,0,2,1,1,0,1,2,1
42780,0,1,0,0,1,2,0,0,2,0,0,1,0,0,2,1,0,2,1,0,1
5411,1,1,2,2,0,0,1,0,2,0,0,0,0,1,1,0,2,2,1,0,1
48382,0,1,0,1,0,1,2,1,0,1,1,1,2,0,2,0,0,0,1,1,0
48394,1,1,0,2,1,2,2,2,0,0,0,1,0,1,0,1,1,0,1,1,1
