ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.dummy
24306,0,0,0,0,1,1,2,0,2,1,0,0,2,1,0,1,0,1,1,0,0
5916,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
35609,1,1,2,2,1,2,0,1,1,1,0,1,2,1,0,1,0,2,1,0,0
45146,0,1,0,2,0,2,0,1,2,1,1,0,2,1,2,0,1,1,1,1,0
16559,1,0,0,2,0,1,1,1,1,0,1,0,2,0,0,0,2,2,1,0,0
21700,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1
3060,1,0,2,0,1,1,2,1,2,0,1,1,1,1,0,0,1,1,1,0,1
18128,1,0,2,0,1,1,2,0,1,0,1,0,1,0,0,1,0,2,1,2,0
18955,0,1,1,0,1,2,0,0,2,1,0,1,0,1,2,1,0,2,1,1,1
22539,1,0,2,0,0,1,2,1,2,0,0,1,0,0,2,1,0,1,0,0,1
4613,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1
17641,1,1,1,0,1,1,1,2,2,1,0,0,1,1,0,1,1,0,1,1,0
4628,0,0,0,1,1,0,2,0,1,1,1,0,1,1,2,1,0,1,1,2,1
7669,1,1,0,1,1,1,1,2,2,0,1,0,1,0,2,0,2,0,0,0,1
2911,1,1,1,0,0,2,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0
36234,0,1,2,0,1,2,0,0,2,0,1,0,1,0,0,0,0,0,1,1,0
11314,1,0,0,2,0,1,0,0,0,0,1,1,2,1,1,1,0,0,1,2,1
29841,0,0,2,1,0,2,2,1,0,0,0,1,0,1,2,0,0,0,1,1,0
47251,1,1,0,1,1,2,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0
4414,0,0,1,1,1,1,1,1,1,1,0,1,0,1,2,1,1,1,1,2,0
35151,0,0,1,0,1,1,2,2,0,0,0,0,0,1,2,0,1,0,0,0,1
18215,0,0,2,2,0,2,2,2,2,0,0,1,0,1,0,1,1,2,0,1,0
967,0,1,0,1,0,1,0,0,2,0,1,0,2,1,0,0,2,0,1,0,0
8687,0,0,2,2,0,0,1,2,1,0,0,1,1,1,2,1,1,0,0,1,0
44019,1,1,1,0,1,2,1,1,2,0,0,1,1,1,1,1,0,0,1,1,1
23776,1,0,1,0,1,1,2,2,2,1,0,0,1,0,2,0,1,1,0,0,0
42296,1,1,0,0,0,0,2,2,2,0,0,0,1,1,2,1,1,0,1,0,0
9716,0,1,2,1,0,0,0,0,0,0,1,0,2,0,2,1,1,1,0,1,1
35866,1,0,0,0,1,1,2,0,2,0,1,1,1,1,2,1,0,2,1,1,0
26213,1,0,2,2,1,1,0,0,2,1,1,1,0,1,2,0,1,2,0,2,0
22808,0,1,0,2,1,2,0,1,0,0,0,1,2,0,0,1,2,0,1,1,1
6847,0,0,0,0,1,0,0,2,2,1,1,0,0,1,1,0,0,0,0,2,0
40749,0,1,1,2,0,2,2,0,2,1,0,0,2,1,0,0,2,2,1,0,1
21466,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,2,1,0,2,0
6011,0,1,1,2,0,2,0,0,0,0,1,0,0,1,0,0,0,2,1,2,1
45189,1,1,2,1,1,0,1,2,2,0,1,0,1,0,0,0,2,1,0,0,0
28601,0,0,2,2,0,0,0,2,2,0,1,1,0,0,0,1,2,1,0,1,0
22896,0,0,2,1,0,2,2,1,0,0,0,1,2,1,2,1,1,1,0,1,0
9107,0,1,1,0,1,2,2,1,2,0,1,1,0,0,0,0,2,1,1,2,1
20549,0,1,2,1,1,2,1,1,1,1,1,0,2,1,1,1,2,1,1,0,0
10497,0,0,1,1,1,2,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0
27484,1,1,1,2,0,2,2,0,0,1,0,0,0,1,2,1,1,0,1,1,1
13069,1,1,0,2,0,2,0,1,1,0,0,1,1,0,0,0,1,2,0,1,1
6874,0,1,1,0,0,2,0,0,2,1,0,0,0,1,1,1,1,0,1,1,1
36042,1,0,0,1,1,0,1,0,1,1,0,0,1,0,2,1,1,0,1,0,0
32059,1,1,2,0,1,0,1,1,2,0,0,0,0,0,0,0,0,1,1,2,1
3812,1,0,2,2,0,1,0,2,2,0,0,0,1,0,0,1,1,2,0,1,0
35147,0,0,0,1,1,2,0,0,2,0,0,0,1,1,2,0,0,2,1,0,0
7713,1,0,0,1,1,2,2,2,2,1,1,0,0,0,0,0,2,0,1,2,0
28476,1,0,2,0,1,1,0,0,1,0,1,0,2,1,1,1,0,1,1,0,1
38096,0,0,1,1,1,1,2,2,0,1,1,0,2,1,1,0,2,2,0,0,1
34553,0,0,2,1,0,2,1,2,0,0,0,1,1,0,0,0,0,0,1,2,1
32063,0,0,2,2,1,2,0,0,1,0,0,1,2,1,1,0,1,1,1,1,0
22601,1,0,0,2,0,1,2,1,2,0,1,0,0,0,2,0,0,0,1,2,0
40402,1,1,1,2,0,0,1,1,2,1,1,1,2,0,2,1,0,0,0,0,0
40822,1,0,0,0,0,1,0,0,2,0,1,0,1,1,1,0,1,1,0,2,1
27044,1,0,0,2,1,0,0,0,2,0,1,0,1,1,0,1,0,2,1,2,1
8099,1,0,0,0,0,2,1,1,1,1,1,1,2,0,0,1,2,1,1,0,1
25435,1,0,1,0,0,1,1,0,0,0,1,1,2,0,0,1,0,0,0,2,1
5074,0,1,1,1,1,0,2,1,1,1,1,0,2,0,1,0,2,2,0,2,1
31025,1,0,1,1,1,1,0,2,1,1,1,1,0,0,0,1,2,0,1,0,1
48935,0,1,1,0,0,0,0,2,0,0,1,0,2,1,2,0,2,0,1,0,1
9413,1,0,2,2,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,2,0
13920,1,0,1,2,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0
40711,1,1,2,1,1,1,1,2,1,0,0,0,0,0,2,1,1,1,1,1,0
24954,1,1,0,0,1,1,2,1,2,1,0,0,1,1,1,1,0,2,1,2,1
24234,0,1,1,1,1,1,0,2,2,1,1,0,2,0,2,1,2,1,0,0,0
483,1,1,0,0,0,0,2,0,0,1,1,0,0,0,2,1,1,1,0,2,0
39676,0,0,2,0,0,0,2,1,0,1,0,0,2,1,2,0,0,1,1,2,0
12666,0,1,1,0,0,1,2,0,0,1,1,0,0,0,2,0,0,0,1,1,0
6153,1,1,1,0,1,2,2,0,1,1,0,0,0,0,0,0,1,2,0,1,0
35041,0,0,0,1,1,2,1,0,1,1,1,1,0,0,0,0,1,0,1,2,0
10424,0,1,0,1,0,0,0,0,0,0,1,0,2,1,2,1,1,2,1,1,1
32152,0,1,0,1,1,2,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0
22290,0,0,1,1,0,0,2,2,2,1,1,1,0,1,1,0,0,0,0,2,1
8404,0,1,0,0,1,1,1,1,1,1,0,0,0,1,2,0,2,2,1,2,0
4864,0,1,0,2,0,1,2,0,0,1,1,0,2,1,0,0,0,0,1,1,0
32979,0,1,2,1,1,1,2,0,1,1,0,1,2,0,0,0,1,1,1,1,0
47637,0,1,1,1,0,2,0,0,2,1,0,0,0,1,0,1,0,2,0,0,1
46863,0,0,2,2,0,2,0,0,2,1,0,0,1,1,2,0,0,1,1,1,1
22510,0,1,1,1,0,2,2,1,0,0,0,1,0,1,0,0,0,1,0,2,1
21503,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,2,2,1,0,1
34486,1,0,2,0,0,2,2,0,0,0,0,1,2,1,2,1,2,2,1,2,1
37331,1,0,0,0,1,0,2,0,2,1,1,1,1,1,0,0,1,0,1,0,0
20511,0,0,2,2,1,2,2,0,2,1,0,0,1,1,2,1,2,0,1,0,1
9276,1,0,2,0,1,2,2,0,2,0,1,1,0,1,0,0,0,2,1,2,1
15250,0,0,2,1,1,0,2,1,2,0,0,1,0,0,2,0,1,1,0,1,0
27585,1,0,0,2,0,2,2,0,1,1,0,1,1,1,0,1,2,2,1,0,1
47465,0,1,2,0,1,2,2,0,1,0,0,0,2,1,2,1,2,0,0,1,0
49789,1,1,0,2,0,0,0,1,1,1,1,0,2,0,1,1,0,0,0,2,0
20627,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,2,0,1,0,1
31398,1,1,1,1,1,2,0,2,2,0,0,0,0,1,1,0,1,1,0,1,1
23974,1,1,2,1,1,0,0,2,1,1,1,0,0,1,0,1,1,1,1,1,0
41964,1,1,0,2,1,1,0,1,1,1,0,0,2,0,0,1,1,0,1,1,1
1280,1,1,1,1,1,2,1,1,2,0,1,1,2,0,0,0,0,0,0,2,1
39413,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,2,1,0,0
15354,1,0,2,2,1,1,0,0,1,0,0,1,2,0,0,1,1,1,1,2,1
22984,1,1,2,2,0,1,2,1,0,0,0,0,0,0,1,0,2,0,1,1,0
48977,1,1,1,1,1,2,1,1,1,0,0,1,2,0,0,1,2,0,1,1,1
11424,1,1,1,1,1,2,0,2,0,0,0,1,2,0,0,0,2,0,0,2,0
21961,1,1,0,0,1,1,1,0,1,1,1,1,2,0,2,1,2,1,1,2,1
21455,1,0,0,2,0,0,0,0,0,1,1,1,0,1,2,1,1,0,1,1,0
36214,1,0,2,0,0,1,2,2,0,0,1,0,2,0,2,0,1,1,1,0,0
22600,1,0,1,2,1,1,2,2,1,0,0,0,0,1,2,0,1,2,0,1,0
41961,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,0,1
4748,1,0,0,0,1,2,0,1,0,0,0,1,0,0,2,1,2,0,1,1,0
5445,0,1,1,1,1,0,0,0,2,0,0,0,0,0,1,1,1,1,1,2,1
12913,1,1,1,1,1,1,1,1,2,1,1,0,2,1,2,0,0,1,1,0,1
11776,1,0,2,1,1,2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
39914,0,1,2,2,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,1,1
20024,0,1,2,0,1,0,2,1,2,0,1,0,0,1,1,0,0,0,1,0,0
29794,1,1,2,0,0,2,0,0,2,0,1,0,1,0,1,1,0,1,0,1,0
36303,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,1
14430,0,1,1,0,1,0,0,2,0,1,1,0,0,1,1,0,1,2,0,0,0
1739,1,0,2,1,0,1,0,0,2,0,1,1,0,0,2,0,1,2,1,1,0
32482,0,0,1,1,1,0,1,1,2,1,0,0,0,1,2,0,0,0,0,0,1
18688,0,1,2,1,1,1,1,0,1,0,0,0,1,1,2,1,0,1,0,0,0
128,0,0,2,1,1,2,1,1,1,0,0,1,0,1,2,0,1,2,1,0,0
33630,0,0,0,0,0,2,0,2,1,1,1,0,0,1,0,0,0,1,0,1,1
1427,1,0,2,2,0,2,2,0,1,1,0,1,0,1,1,0,1,2,1,0,1
27295,0,1,2,0,0,2,2,1,2,0,0,0,1,0,0,0,0,0,1,2,0
23596,1,1,0,0,0,1,2,0,0,1,0,0,2,0,2,0,2,1,1,2,0
31700,0,0,1,0,1,2,2,2,2,1,1,0,0,0,1,0,1,0,1,2,1
22950,1,0,1,2,0,0,2,2,1,0,1,0,2,1,2,1,1,0,0,2,0
10706,1,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0
13278,1,1,1,1,0,1,1,1,2,0,1,0,0,0,1,1,2,1,0,0,0
29673,0,0,2,1,0,1,1,1,1,0,1,0,1,0,1,1,2,1,0,2,0
15850,1,1,2,0,0,1,2,2,0,0,0,0,2,0,1,0,1,0,0,0,0
40269,0,0,2,1,0,1,2,2,2,1,0,0,0,0,2,1,0,2,0,2,0
49234,0,1,2,0,0,1,0,2,0,1,0,1,2,0,1,1,2,1,0,0,1
12992,0,1,2,0,0,1,1,1,1,0,0,0,0,0,1,1,2,0,0,0,1
44575,0,1,0,2,1,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
12576,1,1,0,0,1,0,2,1,2,1,0,0,0,0,0,1,1,2,1,0,1
9914,1,0,0,0,1,1,2,1,1,1,0,0,0,1,0,0,2,0,0,0,1
28516,0,1,1,1,0,2,2,1,0,1,1,1,0,1,2,1,1,1,1,1,0
11980,1,1,1,1,1,0,1,0,2,0,0,0,0,1,2,0,0,1,0,1,1
36405,0,0,0,2,0,0,0,1,2,1,1,1,2,1,1,0,2,2,1,1,1
41292,1,0,0,2,0,2,1,0,0,1,0,1,0,1,1,1,1,2,1,0,0
16862,0,0,2,1,1,2,2,1,1,0,0,1,0,0,0,1,2,1,1,0,1
15286,1,0,0,2,0,1,2,0,0,0,1,1,1,1,0,0,1,0,1,1,0
402,1,1,0,1,0,0,0,2,2,1,1,0,0,0,0,1,2,0,0,0,0
47671,1,1,0,1,1,2,1,0,1,1,0,0,0,1,2,1,2,1,0,1,0
40266,1,1,0,1,0,1,1,2,2,1,0,1,1,0,0,1,0,0,0,1,0
15513,0,0,2,1,1,0,1,2,2,0,1,1,1,1,1,1,1,0,0,0,1
27690,1,0,2,0,0,0,2,2,0,1,1,1,2,1,0,0,2,1,1,1,1
26600,0,1,0,2,0,2,0,0,1,1,1,0,2,1,2,0,0,0,0,1,1
38609,0,0,1,0,1,1,1,0,2,1,1,1,0,1,0,1,0,2,1,2,1
37416,0,1,0,1,1,2,0,0,1,1,0,0,0,1,2,1,0,0,1,2,0
13873,1,0,2,1,1,1,0,2,0,0,1,1,0,0,1,1,1,0,1,0,0
25170,0,0,2,0,0,2,2,0,0,1,0,1,0,1,2,1,2,1,0,0,0
17448,0,1,1,2,0,0,2,2,0,1,1,1,0,1,2,0,1,2,1,2,0
18417,0,1,0,0,0,1,1,0,0,0,1,1,0,1,2,1,1,2,0,1,0
12492,1,1,1,2,0,1,0,1,0,0,0,1,2,0,0,0,2,0,1,1,0
18259,1,0,0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0
41344,0,0,0,0,0,1,1,0,1,0,1,1,0,0,2,1,1,1,1,1,0
2831,0,1,1,0,1,1,2,0,1,0,1,0,2,1,1,0,1,0,1,1,0
17349,1,0,0,0,0,0,2,0,2,1,0,1,0,1,0,0,1,0,1,1,1
20496,1,1,0,0,0,1,0,1,0,0,1,1,2,0,0,0,0,2,1,2,0
40583,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
7459,0,1,2,0,1,2,0,1,0,0,1,0,0,1,1,1,0,1,1,2,0
38010,0,1,2,2,0,1,0,1,1,0,1,1,2,0,2,0,2,2,1,0,0
4103,1,1,1,0,0,1,1,0,0,1,0,0,2,1,0,1,2,1,0,0,1
7369,0,0,0,1,1,0,2,1,0,0,1,1,2,1,2,0,2,2,0,0,0
13754,0,0,0,1,1,2,0,1,2,1,0,1,0,1,0,0,1,1,1,1,1
33120,1,0,0,0,1,1,0,0,1,0,1,1,2,1,0,1,2,1,1,0,1
36242,1,1,2,2,1,1,0,2,0,0,1,0,2,0,1,0,1,1,1,1,0
19085,0,1,0,2,0,1,0,2,0,0,1,0,2,0,1,1,1,0,1,1,0
33544,0,1,1,0,1,1,1,1,2,0,1,1,0,0,2,0,0,0,0,2,1
26446,1,1,0,1,0,0,0,1,2,1,1,0,2,0,0,1,1,0,0,1,0
13207,1,1,1,0,1,0,2,0,0,0,1,1,0,1,0,1,1,0,0,0,0
15080,0,0,1,1,0,2,2,2,2,0,0,0,0,1,2,0,0,2,1,0,0
16689,0,1,1,0,0,0,0,2,2,0,1,0,0,0,2,1,0,1,1,2,0
47749,1,0,0,1,1,1,0,2,0,1,0,0,2,1,1,0,0,0,0,0,0
40644,0,1,1,0,1,1,0,0,0,1,1,0,2,0,2,1,0,2,1,1,0
28712,1,1,2,2,0,2,0,2,2,0,1,0,0,0,0,0,2,2,0,0,1
6447,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,1,2,2,1,2,1
46534,1,0,1,1,1,2,0,0,2,1,1,1,2,0,2,1,2,1,1,0,0
37933,1,1,2,2,0,2,2,0,1,0,0,0,1,1,1,0,2,1,1,0,0
31827,0,0,0,0,1,2,0,0,1,0,1,0,2,1,2,0,0,2,1,0,1
16598,0,1,0,2,0,0,0,2,2,1,1,0,0,1,1,1,2,0,0,2,1
24929,0,0,2,0,1,1,0,2,2,1,0,0,0,0,0,1,2,1,1,0,0
10312,0,0,0,2,0,0,0,1,1,0,0,1,1,0,2,1,1,0,1,1,1
33421,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,1
8315,1,1,0,0,0,1,1,2,2,1,0,0,1,0,2,1,1,1,0,1,0
28163,0,0,2,2,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0,2,0
46834,1,1,1,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,1,0,1
38995,0,1,1,0,0,0,0,2,0,1,1,1,0,1,2,0,0,1,1,0,1
13233,0,1,2,2,0,2,1,2,1,1,1,0,2,1,1,1,0,2,0,1,0
16969,1,1,2,0,1,2,0,2,2,0,0,0,2,0,1,0,0,1,0,0,0
33476,1,0,0,1,1,0,0,0,2,1,0,1,2,1,2,0,2,1,0,0,0
22426,1,0,2,2,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0
23817,0,1,2,2,1,0,1,0,1,0,1,0,0,0,1,1,2,0,0,1,1
31535,1,0,2,2,1,0,1,2,0,1,1,0,0,0,2,0,2,1,0,2,1
11963,0,1,2,0,1,2,0,0,2,0,0,0,0,1,1,1,2,2,1,1,0
11905,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,1
19472,1,1,1,2,1,0,1,1,0,0,1,1,2,0,2,0,1,0,0,0,1
47068,1,1,1,2,1,1,2,1,2,1,1,1,0,1,1,1,2,0,1,0,1
17986,0,1,0,0,1,1,2,0,1,1,1,0,1,0,1,0,0,0,0,1,0
24982,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1
15215,0,1,0,0,1,1,1,1,1,0,0,0,2,1,2,0,1,0,1,0,1
30121,1,0,1,0,1,2,0,0,2,0,0,0,0,1,0,1,0,0,1,2,1
47337,0,1,2,1,1,1,2,0,1,0,1,0,2,1,2,0,0,1,1,0,0
7313,1,1,1,2,0,2,2,2,0,0,0,0,2,0,1,0,0,0,1,1,1
9595,0,0,0,1,1,1,0,1,2,0,0,0,1,1,2,1,1,1,1,1,0
34585,1,1,2,0,0,1,1,1,1,0,1,0,0,0,1,1,2,2,1,2,0
46715,1,0,2,2,0,2,1,0,2,1,0,0,0,0,2,1,0,0,0,0,1
48378,0,1,2,0,1,0,1,0,2,0,1,0,0,0,0,0,1,2,1,2,0
2820,0,0,2,0,0,1,1,2,2,0,1,0,0,0,2,1,1,0,0,0,1
32733,1,0,2,1,1,1,2,1,0,0,1,1,0,1,2,0,2,1,0,0,1
49881,0,1,0,1,1,1,0,0,1,1,1,1,2,0,2,1,1,0,1,0,0
42732,0,0,2,0,1,1,2,0,2,0,1,1,2,0,0,0,2,1,0,2,1
21887,0,0,0,1,1,1,2,1,0,1,1,1,0,0,2,0,0,0,0,1,1
15123,0,1,2,1,0,1,0,2,2,0,0,1,1,1,0,1,0,0,1,2,0
41541,0,1,0,2,1,2,2,1,0,1,0,1,0,0,0,0,1,0,1,0,0
45914,0,0,2,0,1,2,2,2,2,0,1,0,1,1,1,1,1,2,1,1,1
44734,1,1,0,0,1,1,2,2,2,1,0,0,1,1,0,0,2,0,0,0,1
21093,1,1,2,1,1,0,2,2,1,0,1,0,1,1,1,1,2,1,1,2,1
41500,0,1,0,2,0,0,0,2,1,0,1,0,1,0,2,0,0,1,0,2,1
30177,1,1,1,0,0,2,1,0,2,1,0,0,2,0,2,0,2,0,1,0,0
10936,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0
28517,0,0,2,2,0,0,0,2,2,1,1,1,0,1,1,0,1,2,0,0,0
21226,0,0,2,2,1,0,2,0,1,1,0,1,0,1,0,0,0,0,1,1,0
45329,0,1,1,1,1,1,2,1,2,1,0,0,0,1,1,1,2,0,1,1,1
20805,0,1,2,0,0,0,0,2,1,0,1,0,2,0,2,0,2,0,1,1,1
16397,1,1,2,1,1,0,1,2,2,0,1,0,0,1,1,1,1,0,0,0,1
29132,0,0,1,0,1,2,1,2,2,0,1,0,1,1,2,1,0,2,1,2,0
44316,1,1,0,0,1,0,2,1,2,1,1,0,0,1,1,1,2,2,1,0,1
46044,0,0,0,1,0,0,2,1,1,1,0,1,2,1,2,0,1,2,0,0,1
22792,0,1,2,0,1,0,1,1,2,0,1,0,2,1,1,0,1,0,1,0,0
16514,0,1,2,2,0,2,2,0,2,0,0,0,1,1,1,1,1,2,0,0,0
887,0,0,0,1,0,2,2,0,0,0,1,1,2,0,0,1,0,1,0,2,0
37541,0,0,1,2,0,0,1,0,0,0,0,1,2,1,0,0,0,2,1,2,0
38216,0,0,1,2,0,2,2,0,0,1,1,1,0,0,0,1,2,0,1,1,1
1712,0,1,1,2,1,1,0,1,2,1,1,1,1,1,2,0,1,2,0,0,1
7033,1,0,0,1,1,1,1,2,1,1,1,1,0,1,0,0,1,1,0,2,0
15963,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,2,1
30286,1,1,1,2,0,2,0,2,1,1,0,0,1,1,1,0,1,1,0,1,0
14909,0,0,1,2,0,0,0,1,2,1,1,1,0,0,0,1,2,0,1,2,0
2651,1,0,2,2,0,0,0,0,2,1,1,1,2,0,1,1,2,1,0,0,0
31756,1,1,2,1,1,2,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1
7905,1,1,2,1,1,1,0,0,2,0,1,0,1,1,2,1,1,1,1,0,0
38748,0,0,0,1,1,0,1,1,2,1,0,1,1,1,0,1,1,0,1,1,1
17101,1,1,0,2,1,2,2,2,2,0,0,0,0,0,1,1,2,0,1,1,0
31849,0,1,1,1,1,2,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0
15922,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,1,1,2,1
44499,0,1,1,0,0,1,0,2,2,0,1,1,2,1,2,0,1,1,0,0,1
12689,1,1,0,0,1,2,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1
40292,1,1,2,0,1,1,0,2,2,0,0,0,0,1,0,0,0,2,0,0,1
3095,1,1,0,1,0,2,0,1,2,0,0,0,2,1,0,0,0,2,0,0,1
25293,1,1,1,2,1,0,1,1,0,0,0,1,0,0,0,1,2,0,1,0,0
16463,0,0,2,2,1,1,0,2,2,0,0,1,0,1,0,1,2,0,1,1,1
8789,0,0,0,0,0,2,0,2,1,1,0,1,0,0,2,0,0,1,1,0,1
6363,1,1,0,0,0,0,2,1,1,1,1,1,0,1,0,1,1,1,0,0,1
