ig.id,v.A,v.B,v.C,v.D,v.E,v.F,v.G,v.H,v.I,v.J,v.K,v.L,v.M,v.N,v.O,v.P,v.Q,v.R,v.S,v.T,v.U,v.V,v.W,v.X,v.Y,v.Z,v.AA,v.AB,v.AC,v.AD,v.AE,v.AF,v.AG,v.AH,v.AI,v.AJ,v.AK,v.AL,v.AM,v.AN,v.AO,v.AP,v.AQ,v.AR,v.AS,v.AT,v.AU,v.AV,v.AW,v.AX,v.dummy
18635,1,0,1,1,0,0,0,2,2,0,0,1,0,1,1,0,1,1,0,1,1,1,2,0,0,0,0,1,2,1,0,1,0,1,1,0,2,1,2,1,0,1,0,1,2,2,0,1,2,0,0
29996,1,1,0,1,1,1,2,1,2,0,1,1,1,0,0,0,2,1,0,0,2,0,2,0,0,1,0,1,1,1,1,1,1,0,2,0,2,1,2,1,2,2,2,1,1,2,0,1,0,2,0
25659,0,1,0,2,0,1,0,2,1,1,1,0,1,0,2,0,2,0,0,1,1,0,2,1,1,1,1,0,1,1,0,0,1,1,0,0,2,1,0,0,0,1,2,0,2,0,1,0,0,2,0
10,0,1,2,2,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,2,2,1,1,1,0,1,1,1,2,1,0,0,0,0,0,2,2,1,0,1,2,2,2,0,2,2,0,1,2,2,1
11978,1,1,0,0,1,0,1,2,0,1,0,1,1,1,1,1,0,1,0,2,1,0,0,1,0,0,1,0,0,0,1,2,0,1,1,0,0,1,0,1,1,2,2,0,2,2,0,0,2,0,0
46616,0,1,2,1,1,0,1,1,2,1,0,0,0,1,1,0,2,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,2,0,0,1,0,2,2,0,0,1,1,0,1,1,0
30002,1,1,1,2,1,1,0,0,2,1,0,0,2,0,1,0,2,2,1,2,0,1,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,0,2,1,2,2,0,2,1,1,2,2,1
21823,0,1,2,2,0,0,2,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,2,2,2,1,0,1,2,2,0,2,2,0,1,1,1,0,0
24970,1,0,0,0,0,2,0,0,2,1,0,1,2,0,1,0,2,1,1,0,1,0,2,0,1,1,1,0,1,1,0,1,0,0,1,2,2,1,2,0,0,2,2,2,1,2,0,0,1,2,1
27470,1,1,1,2,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,2,0,1,1,0,0,1,0,1,1,1,0,0,0,2,0,0,1,2,0,2,2,0,0,0,0,2,1,0
13555,1,1,1,1,0,1,1,1,2,1,0,1,2,0,2,0,2,2,0,1,2,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,2,1,2,0,0,2,0,1,2,2,1
37828,0,0,0,0,1,1,1,1,0,1,0,0,1,0,2,1,2,2,1,0,2,1,1,1,1,0,0,1,0,0,1,0,0,1,1,2,1,1,1,1,0,1,2,0,1,2,0,1,2,1,0
13227,0,0,1,0,0,1,1,0,1,1,0,0,0,1,2,1,2,1,0,0,0,0,0,1,1,0,1,1,1,0,0,2,1,0,1,0,2,1,2,1,2,0,2,2,2,0,0,0,2,1,0
32825,0,1,1,1,0,1,1,2,0,0,0,0,0,1,1,0,1,2,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,2,1,2,1,0,0,2,2,2,2,0,2,0,0,2,2,0
27637,1,0,2,2,1,2,2,2,2,0,0,1,2,0,2,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,2,0,0,0,0,2,2,2,0,2,0,0,1,1,1
43897,0,1,0,2,1,2,1,0,2,1,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,2,1,2,1,2,2,2,2,2,2,1,1,0,2,0
26707,0,0,0,1,1,2,2,0,2,1,0,1,2,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,2,0,2,0,0,1,1,2,0,0,2,2,1,0,2,0,1
15437,0,0,0,0,0,0,1,2,1,1,0,1,1,0,0,1,0,0,1,2,0,1,2,0,0,0,1,0,1,1,1,2,1,0,0,0,0,1,2,0,2,0,2,2,1,0,0,0,0,1,1
38942,1,0,1,0,1,0,0,2,2,0,0,1,2,1,1,0,0,1,1,2,1,1,2,1,1,0,1,1,0,1,1,1,0,1,2,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,1
33386,1,0,0,0,1,0,2,1,0,0,1,0,0,0,0,1,1,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,1,2,0,1,0,1,0,1,2,1,0,2,2,1
45278,1,1,2,1,1,0,1,1,1,0,1,1,1,1,2,0,1,1,1,0,1,0,2,1,0,0,0,0,1,1,1,1,0,1,0,1,2,0,1,0,1,2,1,2,2,2,1,0,0,2,0
40007,1,1,1,1,1,2,1,0,2,1,0,0,0,0,0,0,2,1,1,1,2,1,1,0,1,0,1,1,1,1,1,0,0,0,2,2,2,1,1,1,0,2,1,0,0,1,0,1,2,2,0
12583,1,1,1,0,1,2,1,0,2,1,0,1,2,0,0,0,2,2,1,0,0,1,2,1,1,0,0,1,1,1,1,0,0,0,1,2,2,0,1,1,2,2,0,1,0,1,1,1,2,2,1
27136,1,0,2,2,0,0,2,0,2,1,1,1,1,1,0,1,2,1,1,1,2,0,2,1,0,0,1,1,0,1,1,1,0,1,2,1,0,1,0,0,2,2,2,1,0,1,1,0,1,2,1
30401,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,2,1,0,0,1,0,0,0,2,0,0,0,0,1,2,0,2,0,0,0,1,0,0,1,2,0,1,0,1,1,0
43710,1,1,0,1,0,0,2,2,1,0,0,1,1,1,0,0,0,0,1,2,1,0,1,1,1,0,1,0,1,1,0,1,1,0,2,0,1,1,2,0,2,2,2,0,0,2,0,1,2,1,0
21732,0,1,1,2,0,1,0,0,2,0,0,1,2,1,2,1,0,0,1,0,2,0,1,1,0,0,1,0,0,1,1,1,1,1,2,0,2,1,2,1,2,0,2,2,0,2,1,1,1,0,1
19554,0,0,2,0,0,2,1,2,2,1,1,1,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,2,0,1,0,2,2,1,0,1,2,1,2,0,0,2,1,0,1,2,0
27644,1,0,1,0,0,0,1,2,2,0,1,0,2,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,2,2,2,1,1,0,1,2,2,0,0,2,1,1,2,1,0
39766,1,1,0,2,1,2,2,2,2,1,0,0,1,1,0,0,0,2,1,1,0,1,0,0,1,0,0,1,1,1,1,2,1,1,0,0,2,0,0,0,1,1,2,1,0,2,1,0,0,1,1
8465,0,1,2,1,1,1,0,2,2,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,1,0,1,0,0,0,1,1,1,1,0,2,0,0,2,0,1,2,2,0,0,1,0,1,1,0,0
12309,1,0,1,2,1,1,2,0,2,0,0,0,0,1,2,1,0,1,0,2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,2,1,0,1,2,1,2,2,1,1,0,0,0,0,1
32532,1,1,0,0,1,0,1,2,2,0,0,1,1,1,2,1,0,1,1,0,2,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,2,2,0,0,0,1,1,0,1,1,0
27401,1,1,1,0,0,1,2,2,0,1,1,1,0,1,1,0,1,1,1,0,2,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,2,2,1,0,0,0,0,2,2,1
19314,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,2,1,1,0,1,0,2,0,0,0,1,0,0,0,1,2,0,1,0,0,2,0,0,0,2,2,2,0,1,2,1,1,2,1,1
45223,1,0,2,0,0,0,0,2,0,0,0,1,2,1,1,0,2,0,1,1,2,0,2,1,0,0,0,0,1,1,1,0,1,1,2,0,2,0,0,1,2,2,0,2,0,1,1,0,1,1,1
656,1,0,2,0,0,2,1,2,2,1,1,0,2,1,0,1,0,0,0,1,2,0,2,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,2,0,1,1,2,0,0,1,1,0,2,2,0
8436,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,2,0,2,0,1,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,1,2,1,1,2,2,2,0,2,1,0,1,0,1
3107,0,1,1,1,0,0,2,2,0,0,0,0,2,1,1,0,1,0,0,0,1,1,2,0,1,0,1,0,1,1,0,1,1,1,2,0,1,0,0,1,0,0,0,2,1,2,0,1,1,1,0
36320,1,1,0,1,1,2,2,0,1,1,1,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,2,1,2,0,2,2,2,2,2,2,0,0,0,1,0
39905,1,0,2,2,1,2,2,1,1,1,0,0,1,0,0,1,0,1,1,2,0,0,1,1,1,0,0,1,2,1,1,1,1,1,0,1,1,0,2,0,2,2,1,2,1,2,1,0,1,1,1
4953,1,1,2,2,1,2,0,2,2,1,0,1,2,1,0,0,0,1,1,0,2,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,2,2,2,2,2,2,1,0,0,1,0
24860,0,0,0,0,1,1,1,1,0,1,1,1,2,1,2,0,2,2,1,0,0,1,0,0,1,0,1,1,2,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,2,1
35597,1,0,2,1,0,2,1,0,2,0,1,0,0,0,0,1,1,2,0,2,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0,0,0,1,2,2,0,1,0,1,2,2,0
45986,1,1,2,0,1,1,0,2,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,2,1,1,1,2,0,1,0,1,0,1,0,2,2,1,0,0,2,1,0
45518,1,1,2,0,1,2,1,0,0,1,0,0,2,1,0,1,2,0,1,2,2,1,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,0,1,0,1,2,1,1,1,0,0,0,1,1
46341,1,1,0,1,0,0,2,1,2,1,0,0,0,0,2,0,1,2,0,0,1,1,2,0,0,1,0,1,1,0,1,1,0,0,2,2,2,0,2,1,1,1,2,0,0,0,0,1,2,1,1
41685,1,1,1,2,0,1,2,2,1,1,0,1,2,1,1,1,2,1,0,1,2,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,2,1,1,1,2,0,2,2,1,0,2,0,1
25639,1,1,2,2,1,2,0,2,2,0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,2,2,0,1,1,1,2,1,0,0,2,2,0,0,0,2,0
16842,1,1,2,2,1,1,2,2,1,0,1,0,1,0,2,1,2,2,1,2,2,0,0,1,0,0,1,1,1,0,0,0,0,1,2,2,1,0,2,0,2,2,1,0,2,1,1,0,1,1,1
3164,0,1,0,1,1,2,1,2,2,1,0,1,1,0,0,0,0,2,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,1,0,0,0,0,2,0,0,1,0,1,2,1,0
46439,0,1,2,0,0,1,0,2,0,1,1,0,2,1,2,1,0,0,1,0,2,0,2,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,2,2,0,1,2,1,1,0,0,1
18292,1,1,1,1,1,2,1,2,0,1,1,0,1,1,2,0,1,2,1,2,1,0,2,0,1,0,1,0,1,0,1,0,1,0,2,1,2,0,2,0,2,0,1,2,1,2,0,1,1,0,0
16834,0,1,2,2,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,2,2,1,1,0,1,0,1,1,2,1,1,2,0,0,1,1,2,0,2,1,2,1,2,1,0,2,1,0,0,2,0
15013,0,1,0,2,1,0,1,0,0,1,0,0,1,0,2,1,0,1,1,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,2,0,0,1,0,1,1,0,1
12620,1,1,1,1,1,0,1,1,2,0,0,1,0,1,2,1,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,2,1,0,0,2,2,1,0,2,2,1,0,1,2,0
49721,1,0,2,2,1,1,0,0,2,0,1,1,2,0,0,0,0,2,1,1,0,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,2,2,0,2,2,1,0,2,2,1
26134,1,1,1,2,1,2,2,2,2,0,1,1,1,1,0,0,2,2,1,1,0,0,0,1,0,1,0,0,2,0,1,2,0,0,2,1,2,0,1,0,0,0,2,0,1,0,1,1,1,0,0
351,1,0,0,1,0,1,2,0,2,1,0,0,2,0,0,1,2,1,0,0,0,0,2,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,2,0,1,0,0,0,1,1
10200,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,2,1,2,0,1,0,0,1,1,1,0,0,0,1,2,0,0,1,0,0,2,1,0,2,2,0,0,1,0,0,0
12188,0,1,1,0,1,2,2,0,2,0,1,1,0,0,0,0,2,2,0,2,2,0,2,1,1,0,0,0,2,1,0,1,0,0,1,2,0,0,1,0,2,1,0,0,2,1,0,0,1,2,0
34065,1,1,2,0,0,1,2,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,2,0,2,1,0,2,2,2,2,2,0,0,2,2,0
27351,0,0,2,2,1,1,1,2,2,0,0,0,2,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,2,1,0,0,2,2,1,0,1,1,1,0,0,2,1
10875,0,1,0,1,1,0,0,1,2,1,0,0,0,1,0,0,2,2,0,2,1,0,0,1,1,0,1,1,1,1,1,2,0,1,1,0,0,0,1,0,0,2,0,0,2,0,1,0,0,0,1
11686,0,1,1,2,0,0,1,1,2,0,0,1,2,0,2,0,1,1,1,1,2,0,2,0,0,0,0,0,0,1,0,2,1,1,2,0,1,1,0,1,0,0,0,1,2,2,1,0,2,0,1
43128,0,1,2,0,1,0,0,2,1,1,0,0,1,0,1,0,0,2,0,0,1,1,2,0,1,1,0,1,1,1,1,2,1,1,0,2,1,0,1,0,1,1,2,2,2,1,1,0,1,0,0
39910,1,0,1,0,1,2,0,2,2,0,0,0,2,0,2,1,2,2,1,2,1,0,2,0,1,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,1,2,2,2,0,1,1,0,1,0,1
35416,0,1,1,1,0,0,1,1,0,0,1,0,2,0,1,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,2,0,2,1,1,1,1,1,1,1
27452,0,0,1,2,1,1,2,0,0,1,1,0,2,1,2,0,2,1,1,1,2,0,2,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,2,2,2,0,1,0,0,1,2,0,1
5493,0,0,1,1,0,0,2,2,0,1,0,1,2,0,1,1,0,0,0,2,2,1,0,1,1,0,1,0,0,1,0,0,1,1,2,0,1,1,0,1,2,2,1,0,0,0,0,1,0,0,0
20054,0,1,1,0,0,2,2,1,0,1,1,0,2,1,0,0,0,1,0,1,1,1,2,0,0,1,0,0,0,0,1,1,0,1,0,1,2,0,2,0,1,0,1,2,2,2,0,0,1,0,0
45334,1,0,0,0,0,2,2,1,2,1,0,1,2,0,1,1,2,1,1,0,0,1,0,0,1,0,1,0,2,0,1,2,0,1,1,0,0,1,0,0,0,2,0,2,1,2,0,0,2,0,1
32171,1,0,2,0,1,1,0,2,2,1,0,0,0,1,0,0,0,1,1,1,1,0,2,0,0,1,0,1,1,0,1,1,0,1,1,1,2,1,2,1,0,2,1,1,0,2,1,0,1,0,1
31795,1,0,1,0,0,1,1,2,1,0,0,0,0,1,2,1,2,1,1,1,0,0,0,0,1,0,1,1,2,1,0,0,1,1,1,2,1,1,2,0,1,1,2,2,2,0,0,0,1,0,0
14235,1,0,2,2,0,1,2,0,1,0,0,0,1,0,0,1,1,0,1,0,2,0,1,1,1,1,1,0,0,1,1,2,1,1,2,1,0,1,2,1,1,2,2,2,2,1,0,0,2,2,1
39260,1,1,2,1,1,2,2,1,1,0,0,1,2,0,1,0,1,0,1,2,1,0,2,0,0,0,0,0,0,1,1,1,1,1,2,2,2,0,2,1,2,1,2,0,0,2,0,1,2,1,1
46405,0,0,1,1,1,0,2,0,0,1,0,1,1,0,2,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,2,2,2,2,0,2,1,1,1,1,1
26237,1,1,2,0,0,2,2,1,1,0,1,1,1,0,1,1,0,0,0,0,2,0,2,0,0,1,1,1,2,0,0,1,0,0,1,0,1,1,1,0,2,2,2,0,2,1,0,1,0,1,0
30559,1,0,2,2,1,0,0,0,2,1,1,0,2,0,1,1,0,1,0,2,2,0,2,0,1,1,0,0,2,0,1,1,1,1,2,0,2,1,0,0,2,1,2,2,0,0,1,0,0,0,1
7620,0,0,2,1,1,2,1,1,0,0,0,1,1,0,2,0,0,2,1,2,1,1,0,1,1,0,0,0,2,1,0,2,1,1,2,0,1,0,0,1,2,1,2,0,0,2,0,0,1,0,0
48700,1,1,2,1,0,0,0,2,1,0,0,1,2,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,2,2,1,1,2,0,1,2,2,0,2,2,0,0,0,0,0
48614,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,2,0,0,0,0,1,0,1,1,0,1,0,2,0,1,0,1,1,0,2,2,0,0,0,0,0,0,1,1
43239,0,0,2,0,0,0,0,2,1,1,0,1,2,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,2,1,0,0,1,1,2,2,0,0,1,1,1,2,2,1
